iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -inf 0.861608 0 0 3.85595 0 0 2.88016 0 0 1.30568 0 0 0.725368 0 0 0.132755 0 0 0.540978 0 0 2.53237 0 0 94.2014 0 0 0.6 0 0 0 0
40 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 5400
80 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4708
120 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4659
160 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4598
200 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4593
240 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4625
280 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4537
320 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4648
360 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4705
400 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4655
440 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4650
480 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4671
520 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4561
560 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4536
600 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4802
640 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4581
680 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4711
720 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4692
760 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4634
800 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4713
840 -nan 0.861608 40 0 3.85595 40 0 2.88016 40 0 1.30568 40 0 0.725368 40 0 0.132755 40 0 0.540978 40 0 2.53237 40 0 94.2014 40 0 0.6 0 0 19280 4758
