iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -inf 0.00283162 0 0 2.87711 0 0 2.98496 0 0 0.80065 0 0 3.52547 0 0 0.579276 0 0 1.51011 0 0 4.72392 0 0 30.1202 0 0 0.6 0 0 0 0
40 -2096.54 0.00932298 40 10 1.26185 40 9 0.800414 40 8 0.209493 40 5 0.0139512 40 12 0.117147 40 4 0.332185 40 5 0.113974 40 13 0.0269451 40 13 0.6 0 0 19280 15681
80 -2096.32 0.00880103 40 9 1.37778 40 6 1.02883 40 11 0.181698 40 6 0.049183 40 13 0.101187 40 11 0.379503 40 7 0.0849255 40 6 0.176546 40 14 0.6 0 0 19280 15747
120 -2123.33 0.0150763 40 6 0.69694 40 6 0.503649 40 9 0.246377 40 9 0.207891 40 16 0.128209 40 11 0.691636 40 5 0.140214 40 8 0.0676874 40 17 0.6 0 0 19280 15633
160 -2132.45 0.0109355 40 9 0.790431 40 12 0.526252 40 8 0.193158 40 7 0.0872215 40 20 0.139597 40 7 0.632112 40 6 0.192179 40 13 0.052446 40 17 0.6 0 0 19280 15973
200 -2134.64 0.0133397 40 13 0.854451 40 7 0.378646 40 4 0.296007 40 9 0.100938 40 13 0.122061 40 7 0.502482 40 3 0.224301 40 9 0.286007 40 17 0.6 0 0 19280 15902
240 -2113.11 0.0142499 40 5 0.785691 40 7 0.341277 40 8 0.197592 40 3 0.072953 40 10 0.137352 40 9 0.534302 40 4 0.105332 40 10 0.0105443 40 14 0.6 0 0 19280 15890
280 -2139.81 0.00967495 40 10 0.812138 40 7 0.553164 40 9 0.340221 40 11 0.053964 40 15 0.15735 40 9 0.496913 40 3 0.253427 40 5 0.0685133 40 17 0.6 0 0 19280 15860
320 -2108.24 0.01174 40 7 0.92711 40 5 0.659716 40 7 0.119685 40 9 0.0836841 40 9 0.0988094 40 11 0.487236 40 8 0.233668 40 12 0.050295 40 15 0.6 0 0 19280 15690
360 -2110.55 0.0113213 40 8 0.794934 40 5 0.517901 40 10 0.385506 40 9 0.0743174 40 9 0.18527 40 8 0.533368 40 10 0.210566 40 9 0.00467521 40 21 0.6 0 0 19280 15897
