iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -17182.4 0.548612 0 0 3.63965 0 0 -1.51893 0 0 2.36357 0 0 0.809117 0 0 4.4017 0 0 2.35771 0 0 2.85415 0 0 2.32525 0 0 0.6 0 0 0 0
40 -1521.55 0.0144576 40 14 0.958259 40 10 0.549965 40 9 0.385291 40 14 0.31666 40 11 0.158754 40 16 1.07026 40 14 0.393461 40 10 0.135639 40 12 0.6 0 0 13840 11012
80 -1490.93 0.0188646 40 5 1.07347 40 6 0.438278 40 7 0.547217 40 10 0.0668686 40 13 0.0576378 40 15 0.375361 40 11 0.313224 40 7 0.195287 40 14 0.6 0 0 13840 11248
120 -1473.65 0.0165454 40 12 1.36801 40 12 0.704034 40 6 0.288169 40 9 0.11345 40 12 0.110325 40 8 0.398311 40 6 0.313487 40 6 0.0470574 40 9 0.6 0 0 13840 11078
160 -1487.96 0.0189176 40 4 1.38899 40 8 0.458652 40 7 0.372651 40 10 0.111808 40 12 0.0695072 40 14 0.34055 40 2 0.207052 40 13 0.191593 40 13 0.6 0 0 13840 11328
200 -1492.98 0.0184749 40 13 0.904038 40 9 0.221067 40 8 0.401627 40 8 0.133408 40 13 0.106323 40 17 0.467869 40 10 0.267146 40 8 0.502518 40 19 0.6 0 0 13840 11146
240 -1487.38 0.0222799 40 7 0.880392 40 7 0.305802 40 8 0.211835 40 7 0.136691 40 14 0.130879 40 12 0.518606 40 9 0.290959 40 12 0.360745 40 13 0.6 0 0 13840 11361
280 -1465.12 0.0186885 40 7 1.52211 40 7 0.776097 40 11 0.117972 40 9 0.116074 40 12 0.145159 40 8 0.468918 40 4 0.205261 40 9 0.282228 40 11 0.6 0 0 13840 11077
320 -1523.18 0.0178362 40 9 1.04107 40 10 0.57938 40 9 0.467379 40 14 0.182653 40 12 0.170559 40 17 0.64364 40 7 0.595342 40 9 0.348265 40 12 0.6 0 0 13840 11163
360 -1507.59 0.017808 40 15 0.899317 40 4 0.683001 40 6 0.507526 40 13 0.101078 40 17 0.067502 40 12 0.639222 40 8 0.225856 40 9 0.506448 40 8 0.6 0 0 13840 11208
400 -1498.48 0.0162279 40 8 1.19846 40 7 0.502761 40 5 0.256845 40 8 0.102808 40 11 0.0648035 40 10 0.400052 40 4 0.491125 40 8 0.315069 40 13 0.6 0 0 13840 11144
