iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -16289.2 0.548612 0 0 3.63965 0 0 -1.51893 0 0 2.36357 0 0 0.809117 0 0 4.4017 0 0 2.35771 0 0 2.85415 0 0 2.32525 0 0 0.6 0 0 0 0
40 -1416.12 0.016852 40 13 1.12006 40 8 0.695562 40 11 0.55235 40 9 0.264575 40 15 0.0911899 40 19 0.628803 40 16 0.147491 40 13 0.211971 40 12 0.6 0 0 13080 10282
80 -1390.1 0.015608 40 10 1.28801 40 8 0.448833 40 7 0.173796 40 12 0.143876 40 11 0.125648 40 12 0.442455 40 8 0.360956 40 11 0.193351 40 9 0.6 0 0 13080 10448
120 -1430.69 0.0198043 40 14 1.51991 40 6 0.702372 40 13 0.0896744 40 11 0.114484 40 8 0.133138 40 11 0.404478 40 3 0.211679 40 7 0.341824 40 11 0.6 0 0 13080 10655
160 -1465.67 0.0231672 40 12 1.15187 40 5 0.324034 40 8 0.30282 40 11 0.110154 40 13 0.152359 40 16 0.478366 40 11 0.293356 40 9 0.174476 40 8 0.6 0 0 13080 10568
200 -1419 0.0220806 40 12 1.09612 40 12 0.467547 40 9 0.426645 40 12 0.247743 40 9 0.152946 40 12 0.305409 40 8 0.203307 40 7 0.147322 40 13 0.6 0 0 13080 10478
240 -1421 0.0216357 40 9 1.35785 40 8 0.634094 40 11 0.340258 40 8 0.05543 40 12 0.0834809 40 10 0.355574 40 4 0.221785 40 8 0.226392 40 13 0.6 0 0 13080 10555
280 -1415.69 0.0233823 40 11 1.31474 40 14 0.572574 40 9 0.302891 40 10 0.151578 40 15 0.0577018 40 13 0.356768 40 7 0.130961 40 10 0.0381094 40 13 0.6 0 0 13080 10773
320 -1412.88 0.0133102 40 10 1.51409 40 7 0.44474 40 6 0.160203 40 9 0.113909 40 10 0.103779 40 13 0.554293 40 4 0.187297 40 8 0.43575 40 13 0.6 0 0 13080 10608
360 -1451.7 0.020073 40 8 1.22485 40 6 0.558353 40 4 0.389791 40 9 0.191426 40 12 0.0719278 40 6 0.641661 40 8 0.316175 40 10 1.2339 40 11 0.6 0 0 13080 10430
400 -1409.35 0.0118352 40 10 1.28357 40 10 0.586508 40 7 0.538723 40 9 0.161836 40 12 0.159767 40 10 0.50158 40 10 0.342051 40 14 0.644622 40 13 0.6 0 0 13080 10385
440 -1387.46 0.0168757 40 3 1.22338 40 10 0.368367 40 6 0.377235 40 5 0.19987 40 9 0.15074 40 9 0.447704 40 4 0.223801 40 5 0.115367 40 11 0.6 0 0 13080 10365
480 -1434.14 0.0160859 40 6 1.53152 40 6 0.646617 40 5 0.24835 40 10 0.0958237 40 12 0.135507 40 12 0.441371 40 12 0.25033 40 9 0.0863867 40 13 0.6 0 0 13080 10409
520 -1439.14 0.0224218 40 6 1.20797 40 6 0.492436 40 8 0.362491 40 13 0.13562 40 12 0.0806272 40 16 0.320434 40 8 0.0948733 40 7 0.426313 40 11 0.6 0 0 13080 10645
560 -1408.1 0.0194261 40 2 1.81933 40 7 1.0973 40 7 0.286414 40 11 0.110977 40 15 0.185564 40 12 0.396108 40 7 0.277764 40 9 0.434763 40 10 0.6 0 0 13080 10492
600 -1396.19 0.0148104 40 9 1.67805 40 9 0.65987 40 14 0.379067 40 5 0.136593 40 13 0.105902 40 13 0.361543 40 10 0.266098 40 10 0.301078 40 10 0.6 0 0 13080 10470
640 -1419.72 0.0221713 40 14 1.25444 40 12 0.61431 40 8 0.182872 40 15 0.218264 40 16 0.111455 40 15 0.470492 40 10 0.262479 40 6 0.676778 40 20 0.6 0 0 13080 10610
680 -1433.16 0.0214271 40 8 1.24742 40 10 0.856149 40 10 0.105646 40 9 0.164986 40 15 0.196026 40 12 0.737197 40 6 0.209983 40 7 0.0827098 40 9 0.6 0 0 13080 10428
720 -1423.2 0.0185239 40 10 1.42964 40 9 1.04263 40 6 0.476768 40 14 0.223941 40 16 0.152903 40 11 0.299591 40 8 0.131444 40 12 0.335704 40 10 0.6 0 0 13080 10570
760 -1404.35 0.0194008 40 16 1.4534 40 7 0.617511 40 8 0.436294 40 12 0.0621274 40 8 0.123887 40 11 0.314126 40 6 0.157596 40 11 1.30467 40 12 0.6 0 0 13080 10396
800 -1417.36 0.025164 40 7 1.16721 40 8 0.41226 40 5 0.373783 40 10 0.0269817 40 14 0.0647437 40 10 0.556986 40 7 0.158747 40 18 0.503942 40 12 0.6 0 0 13080 10433
840 -1398.93 0.0156742 40 14 1.51611 40 11 0.561028 40 7 0.334419 40 7 0.131701 40 13 0.118616 40 15 0.361093 40 7 0.144587 40 10 0.27469 40 10 0.6 0 0 13080 10312
880 -1439.67 0.0223632 40 8 1.02155 40 9 0.497483 40 9 0.149051 40 16 0.114286 40 14 0.101038 40 10 0.551447 40 6 0.229743 40 8 0.0977524 40 13 0.6 0 0 13080 10469
920 -1390.6 0.0215648 40 8 1.50337 40 12 0.588565 40 5 0.391311 40 10 0.131461 40 13 0.10087 40 13 0.433617 40 9 0.296591 40 12 0.22765 40 13 0.6 0 0 13080 10569
960 -1444.72 0.0250325 40 8 1.23386 40 15 0.840073 40 11 0.594542 40 12 0.208839 40 11 0.118136 40 12 0.529626 40 5 0.262501 40 11 0.35395 40 9 0.6 0 0 13080 10600
1000 -1433.08 0.0141974 40 14 1.62615 40 10 0.626433 40 10 0.161295 40 10 0.215273 40 12 0.125061 40 12 0.396561 40 12 0.189079 40 13 0.37921 40 13 0.6 0 0 13080 10753
1040 -1381.81 0.0191868 40 6 1.5302 40 7 0.89562 40 8 0.694462 40 4 0.114226 40 13 0.177163 40 6 0.493021 40 10 0.237816 40 11 0.45456 40 15 0.6 0 0 13080 10484
1080 -1440.59 0.0283336 40 9 0.972335 40 8 0.69736 40 9 0.350221 40 8 0.150479 40 12 0.13516 40 7 0.396627 40 6 0.239123 40 11 1.1115 40 8 0.6 0 0 13080 10463
1120 -1414.72 0.0193605 40 12 1.01604 40 5 0.563403 40 11 0.359179 40 13 0.109452 40 9 0.105382 40 19 0.522619 40 4 0.280306 40 8 0.570821 40 15 0.6 0 0 13080 10820
1160 -1417.7 0.0211961 40 13 1.40089 40 12 0.54648 40 12 0.133671 40 8 0.0313737 40 10 0.0631769 40 15 0.399383 40 5 0.259374 40 5 0.284912 40 13 0.6 0 0 13080 10451
1200 -1412.73 0.0110421 40 12 1.589 40 11 0.714154 40 7 0.3688 40 5 0.146067 40 11 0.263208 40 13 0.472284 40 6 0.296808 40 14 0.191334 40 7 0.6 0 0 13080 10493
1240 -1424.61 0.0140501 40 8 1.60308 40 5 0.854949 40 13 0.505986 40 8 0.148006 40 14 0.141166 40 9 0.503681 40 7 0.271273 40 6 0.248337 40 7 0.6 0 0 13080 10287
1280 -1386.77 0.0190518 40 11 1.70491 40 8 0.79775 40 7 0.380763 40 8 0.104008 40 12 0.0795846 40 14 0.586966 40 10 0.124774 40 10 0.160578 40 9 0.6 0 0 13080 10444
1320 -1414.53 0.0188523 40 13 1.54752 40 8 0.915005 40 12 0.20083 40 7 0.146453 40 13 0.0509061 40 6 0.398125 40 10 0.211834 40 8 0.148952 40 11 0.6 0 0 13080 10445
1360 -1400.88 0.0154272 40 6 1.47434 40 6 0.536746 40 6 0.174261 40 9 0.17854 40 11 0.0940302 40 16 0.382834 40 7 0.235856 40 9 0.0728897 40 11 0.6 0 0 13080 10435
1400 -1399.56 0.0229143 40 8 2.05344 40 7 1.01874 40 8 0.163182 40 11 0.0523031 40 11 0.0317691 40 7 0.285987 40 4 0.217952 40 11 0.120671 40 16 0.6 0 0 13080 10604
1440 -1388.13 0.00749249 40 8 1.88901 40 8 0.646047 40 6 0.20286 40 8 0.144149 40 8 0.122524 40 7 0.372088 40 4 0.36904 40 15 0.0831256 40 9 0.6 0 0 13080 10283
