iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -5026.17 0.00283162 0 0 2.87711 0 0 2.98496 0 0 0.80065 0 0 3.52547 0 0 0.579276 0 0 1.51011 0 0 4.72392 0 0 5.48819 0 0 0.6 0 0 0 0
40 -1744.58 0.0143647 40 13 0.551739 40 10 0.786591 40 14 0.481678 40 12 0.0943074 40 21 0.421 40 13 0.87604 40 12 0.19195 40 9 0.114615 40 9 0.6 0 0 15440 12805
80 -1755.55 0.0120948 40 9 0.724659 40 8 1.13617 40 14 0.341367 40 13 0.13009 40 14 0.126955 40 9 0.918589 40 4 0.495585 40 4 0.177288 40 13 0.6 0 0 15440 12809
120 -1730.45 0.0176378 40 7 0.602739 40 3 0.869178 40 10 0.23599 40 7 0.148411 40 11 0.235134 40 10 0.934684 40 3 0.129905 40 4 0.115241 40 9 0.6 0 0 15440 12624
160 -1749.56 0.0147651 40 7 0.711071 40 7 0.819812 40 10 0.237308 40 11 0.090102 40 18 0.225626 40 11 0.737337 40 5 0.266419 40 15 0.227244 40 11 0.6 0 0 15440 12798
200 -1742.41 0.0179503 40 7 0.684496 40 8 0.910422 40 8 0.106714 40 10 0.0752438 40 9 0.220006 40 12 0.777678 40 6 0.151718 40 13 0.116512 40 12 0.6 0 0 15440 12640
240 -1736.91 0.0128129 40 9 1.28657 40 14 1.01736 40 13 0.0263592 40 7 0.0629196 40 12 0.101176 40 4 0.643768 40 4 0.173729 40 6 0.0451021 40 12 0.6 0 0 15440 12680
280 -1741.72 0.0123752 40 7 0.841193 40 9 0.444896 40 4 0.114118 40 8 0.0788803 40 17 0.141108 40 10 0.453698 40 7 0.156706 40 15 0.337804 40 10 0.6 0 0 15440 12632
320 -1740.61 0.0144562 40 12 0.744502 40 3 0.85513 40 8 0.225871 40 11 0.225816 40 10 0.271039 40 15 0.742209 40 6 0.35357 40 8 0.140293 40 11 0.6 0 0 15440 12642
360 -1698.18 0.0128614 40 8 0.564369 40 9 0.461433 40 7 0.165899 40 13 0.210342 40 14 0.228439 40 13 0.555878 40 9 0.289509 40 11 0.383901 40 14 0.6 0 0 15440 12782
400 -1710.18 0.0121208 40 4 0.788166 40 7 0.275331 40 10 0.205204 40 6 0.109195 40 21 0.169569 40 9 0.422817 40 10 0.233865 40 11 0.201365 40 14 0.6 0 0 15440 12771
