iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -2683 0.00283162 0 0 2.87711 0 0 2.98496 0 0 0.80065 0 0 3.52547 0 0 0.579276 0 0 1.51011 0 0 4.72392 0 0 5.48819 0 0 0.6 0 0 0 0
40 -1495.87 0.0138993 40 10 1.60304 40 15 0.810994 40 13 0.491813 40 7 0.127957 40 12 0.101527 40 12 0.383674 40 9 0.207296 40 15 0.289017 40 14 0.6 0 0 13840 11468
80 -1483.1 0.015446 40 10 1.77299 40 9 0.833777 40 6 0.159884 40 6 0.039958 40 9 0.154325 40 9 0.415237 40 5 0.289474 40 13 0.161827 40 11 0.6 0 0 13840 11040
120 -1472.78 0.0158029 40 9 1.71673 40 12 0.403806 40 11 0.0932563 40 13 0.0312169 40 13 0.0725611 40 17 0.290055 40 1 0.060179 40 12 0.475389 40 5 0.6 0 0 13840 11056
160 -1491.76 0.0131282 40 13 1.236 40 8 0.478626 40 13 0.189258 40 8 0.173405 40 14 0.145706 40 11 0.623225 40 9 0.369596 40 9 0.08932 40 17 0.6 0 0 13840 11219
200 -1477.01 0.0127336 40 13 1.7648 40 13 0.664699 40 11 0.0939734 40 9 0.0900012 40 15 0.0938101 40 12 0.504141 40 10 0.302789 40 8 0.104162 40 11 0.6 0 0 13840 10909
240 -1500.99 0.0192412 40 6 1.54474 40 10 0.787694 40 4 0.242127 40 9 0.161069 40 11 0.0863437 40 10 0.381559 40 5 0.123615 40 12 0.369862 40 19 0.6 0 0 13840 10962
280 -1507.41 0.0164958 40 7 1.17935 40 6 0.613468 40 7 0.233143 40 8 0.170486 40 12 0.114767 40 13 0.590839 40 5 0.467549 40 7 0.787202 40 13 0.6 0 0 13840 11242
320 -1501.98 0.0255467 40 9 1.35284 40 7 0.904975 40 4 0.193418 40 16 0.0895381 40 12 0.12214 40 9 0.227691 40 6 0.251386 40 7 0.0948716 40 13 0.6 0 0 13840 11270
360 -1512.78 0.0191575 40 6 1.27149 40 10 0.798336 40 8 0.274166 40 7 0.120446 40 12 0.0511361 40 15 0.439403 40 15 0.212284 40 3 0.332281 40 11 0.6 0 0 13840 11330
400 -1507.73 0.0246381 40 9 1.27009 40 9 0.369533 40 12 0.29364 40 9 0.0945635 40 11 0.116042 40 18 0.411023 40 8 0.266022 40 11 0.248705 40 17 0.6 0 0 13840 11333
440 -1505.42 0.0231915 40 8 0.917888 40 8 0.101983 40 7 0.163672 40 11 0.0724446 40 13 0.0809029 40 9 0.315288 40 6 0.241245 40 12 0.106978 40 16 0.6 0 0 13840 11225
480 -1496.13 0.0169334 40 6 1.3903 40 8 0.731821 40 9 0.059719 40 13 0.125147 40 9 0.098432 40 13 0.386431 40 5 0.23373 40 10 0.133506 40 17 0.6 0 0 13840 11336
520 -1486.76 0.0124556 40 9 1.59147 40 6 0.788454 40 9 0.23883 40 10 0.122723 40 12 0.085247 40 11 0.498336 40 6 0.290614 40 12 0.194093 40 9 0.6 0 0 13840 11021
560 -1523.13 0.0184526 40 5 1.58081 40 5 0.928881 40 10 0.198358 40 8 0.132712 40 11 0.0647078 40 14 0.482046 40 9 0.166708 40 11 1.44688 40 14 0.6 0 0 13840 11196
600 -1508.65 0.0149586 40 11 1.59205 40 10 1.11997 40 9 0.120253 40 7 0.103827 40 12 0.164962 40 11 0.561233 40 4 0.2664 40 4 0.239442 40 17 0.6 0 0 13840 11112
640 -1493.61 0.0150029 40 13 1.74577 40 10 0.568825 40 4 0.325907 40 5 0.0535031 40 14 0.0599315 40 13 0.529745 40 4 0.287986 40 8 0.216035 40 8 0.6 0 0 13840 10904
680 -1501.39 0.0121652 40 11 1.11392 40 7 0.589425 40 8 0.246948 40 7 0.18342 40 11 0.185561 40 11 0.556838 40 6 0.325698 40 7 0.507692 40 8 0.6 0 0 13840 10944
720 -1513.27 0.0221856 40 10 1.14665 40 6 0.470981 40 6 0.138102 40 9 0.17737 40 14 0.0611266 40 6 0.325901 40 10 0.328517 40 9 0.0895044 40 8 0.6 0 0 13840 11065
760 -1486.86 0.0145477 40 6 1.74816 40 8 1.10791 40 9 0.413825 40 11 0.235424 40 10 0.116697 40 16 0.610649 40 8 0.215428 40 9 0.192435 40 14 0.6 0 0 13840 11296
800 -1488.4 0.0180781 40 8 1.42929 40 4 0.625753 40 12 0.307894 40 6 0.215316 40 9 0.10519 40 5 0.4463 40 8 0.330507 40 12 0.543584 40 9 0.6 0 0 13840 11088
840 -1518.44 0.0212322 40 12 1.19874 40 7 0.772299 40 7 0.129607 40 9 0.0580967 40 14 0.09495 40 13 0.540262 40 4 0.21597 40 13 0.126777 40 10 0.6 0 0 13840 11030
880 -1485.98 0.0202047 40 6 1.16107 40 8 0.531795 40 10 0.333862 40 5 0.106174 40 11 0.111903 40 10 0.33643 40 9 0.296367 40 9 0.572403 40 13 0.6 0 0 13840 11183
920 -1496.65 0.0201489 40 8 1.12253 40 9 0.701145 40 8 0.188223 40 7 0.09687 40 17 0.155508 40 14 0.675509 40 12 0.300023 40 14 0.129631 40 11 0.6 0 0 13840 11322
960 -1491.45 0.016395 40 9 1.05563 40 5 0.528256 40 3 0.954617 40 8 0.159714 40 14 0.0443113 40 13 0.493875 40 6 0.276182 40 12 0.209602 40 15 0.6 0 0 13840 11316
1000 -1504.36 0.0149386 40 7 1.46717 40 7 0.429539 40 5 0.470853 40 9 0.142106 40 8 0.116676 40 7 0.417432 40 3 0.20693 40 9 0.124618 40 9 0.6 0 0 13840 11044
1040 -1510.42 0.0207591 40 9 1.8159 40 8 0.553739 40 11 0.373244 40 7 0.171698 40 14 0.0534662 40 10 0.301299 40 8 0.179776 40 8 0.505114 40 16 0.6 0 0 13840 11092
1080 -1481.12 0.0175742 40 10 2.32506 40 4 0.839319 40 4 0.161078 40 11 0.0752528 40 5 0.087667 40 10 0.376327 40 7 0.141077 40 8 0.0953117 40 6 0.6 0 0 13840 10910
1120 -1490.51 0.019089 40 9 1.26707 40 16 0.37331 40 10 0.185756 40 11 0.0906855 40 15 0.215143 40 12 0.406453 40 7 0.202038 40 15 0.212126 40 10 0.6 0 0 13840 11076
1160 -1470.3 0.0148341 40 11 1.37791 40 7 0.502461 40 13 0.202949 40 10 0.191481 40 10 0.126031 40 17 0.565875 40 11 0.343826 40 6 0.250776 40 8 0.6 0 0 13840 11012
1200 -1501.78 0.0142053 40 6 1.79655 40 10 1.17886 40 4 0.276116 40 7 0.232653 40 16 0.109289 40 11 0.401831 40 13 0.121284 40 12 0.0592369 40 11 0.6 0 0 13840 11052
1240 -1510.09 0.0191008 40 13 1.72145 40 4 0.917889 40 13 0.168557 40 11 0.0593745 40 10 0.0568428 40 9 0.414667 40 4 0.322524 40 13 0.202939 40 21 0.6 0 0 13840 11165
1280 -1534.36 0.0189961 40 11 0.979482 40 6 0.417286 40 6 0.289187 40 15 0.222712 40 13 0.0990311 40 12 0.805085 40 9 0.481123 40 13 0.108516 40 11 0.6 0 0 13840 11123
1320 -1511.79 0.0185687 40 11 1.15492 40 13 1.0226 40 10 0.246948 40 2 0.0819276 40 11 0.225344 40 12 0.70011 40 6 0.103093 40 9 0.160409 40 9 0.6 0 0 13840 11279
1360 -1473.52 0.0135256 40 9 1.5007 40 5 0.589789 40 5 0.301858 40 8 0.185216 40 11 0.0842613 40 14 0.535161 40 3 0.361142 40 6 0.0965101 40 13 0.6 0 0 13840 11166
1400 -1499.99 0.0227955 40 11 1.78608 40 9 1.02244 40 5 0.340847 40 10 0.0826439 40 13 0.0901809 40 10 0.418855 40 6 0.269084 40 6 0.654366 40 15 0.6 0 0 13840 11122
1440 -1469.71 0.0134276 40 5 1.58352 40 9 0.82389 40 10 0.37761 40 7 0.200524 40 18 0.179856 40 12 0.672927 40 5 0.362744 40 12 0.0498514 40 15 0.6 0 0 13840 11050
1480 -1506.86 0.0224071 40 8 1.38066 40 5 0.818328 40 9 0.18817 40 10 0.174646 40 11 0.18956 40 9 0.375969 40 12 0.086999 40 7 0.107009 40 15 0.6 0 0 13840 10991
1520 -1490.35 0.0130226 40 6 1.42403 40 13 0.869287 40 12 0.723202 40 9 0.230931 40 17 0.151027 40 15 0.633876 40 6 0.144266 40 8 0.140617 40 10 0.6 0 0 13840 11126
1560 -1485.23 0.0223432 40 13 1.28617 40 7 0.970399 40 7 0.132419 40 9 0.0876063 40 15 0.0910998 40 10 0.432518 40 3 0.20686 40 9 0.469261 40 10 0.6 0 0 13840 11138
1600 -1491.9 0.0227765 40 12 1.66614 40 5 0.993297 40 7 0.228558 40 6 0.0403846 40 12 0.0713479 40 13 0.587436 40 6 0.282554 40 10 0.50283 40 9 0.6 0 0 13840 11208
1640 -1487.47 0.0140908 40 9 1.48685 40 13 0.529927 40 7 0.23939 40 8 0.0319458 40 11 0.134818 40 7 0.532811 40 3 0.330724 40 4 0.02989 40 12 0.6 0 0 13840 11069
1680 -1536.83 0.0199603 40 5 1.77408 40 9 0.938425 40 5 0.0822218 40 12 0.245896 40 15 0.0962298 40 9 0.304434 40 6 0.195057 40 4 0.561635 40 8 0.6 0 0 13840 10976
1720 -1503.44 0.0191889 40 15 1.88299 40 12 1.07619 40 4 0.275977 40 14 0.0776987 40 12 0.0522072 40 5 0.4254 40 13 0.129848 40 5 0.207452 40 9 0.6 0 0 13840 11094
1760 -1525.29 0.0216358 40 13 1.19872 40 8 0.285246 40 8 0.346987 40 9 0.0993318 40 12 0.104245 40 8 0.37057 40 6 0.194046 40 8 0.147435 40 7 0.6 0 0 13840 11057
1800 -1518.76 0.0157706 40 9 1.53285 40 7 0.64673 40 7 0.172529 40 14 0.0409653 40 13 0.140124 40 12 0.512247 40 8 0.308759 40 10 0.237359 40 11 0.6 0 0 13840 11157
