iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -3173.88 2e-05 0 0 0.07 0 0 1.5 0 0 0.8 0 0 0.53 0 0 0.7 0 0 1 0 0 1.3 0 0 1 0 0 0.6 0 0 0 0
10 -2184.3 9.07322e-05 10 5 0.374041 10 3 0.191222 10 3 0.454741 10 1 0.314634 10 3 0.744114 10 1 1.21381 10 3 0.570443 10 1 0.397411 10 3 0.6 0 0 4820 3717
20 -2154.1 0.00382594 10 5 0.502216 10 3 0.240468 10 4 0.454741 10 0 0.138843 10 4 0.414009 10 3 1.33346 10 1 0.501911 10 1 0.295474 10 3 0.6 0 0 4820 3607
30 -2153.33 0.0105247 10 2 0.703275 10 3 0.544804 10 5 0.454741 10 0 0.168683 10 3 0.229759 10 4 0.678405 10 2 0.374334 10 1 0.0657971 10 6 0.6 0 0 4820 3930
40 -2146.16 0.0116727 10 3 0.703275 10 0 0.778813 10 4 0.256087 10 3 0.0872765 10 3 0.151238 10 4 0.695678 10 1 0.203031 10 2 0.0742864 10 6 0.6 0 0 4820 3971
50 -2172.53 0.0116727 10 0 0.880483 10 1 0.764734 10 1 0.245339 10 3 0.118723 10 5 0.15288 10 1 0.549422 10 1 0.183964 10 1 0.391698 10 3 0.6 0 0 4820 3982
60 -2123.47 0.0124542 10 1 0.846599 10 1 0.640486 10 1 0.245339 10 0 0.147658 10 2 0.15288 10 0 0.549422 10 0 0.17523 10 1 0.18959 10 2 0.6 0 0 4820 3921
70 -2152.22 0.0126469 10 2 0.873173 10 2 0.557999 10 1 0.283011 10 2 0.178928 10 2 0.177559 10 1 0.369397 10 3 0.234866 10 2 0.188294 10 3 0.6 0 0 4820 3995
80 -2216.15 0.0166545 10 2 0.49352 10 3 0.842274 10 3 0.301881 10 2 0.214483 10 3 0.132371 10 4 0.611312 10 1 0.415511 10 2 0.375851 10 5 0.6 0 0 4820 4071
90 -2170.34 0.0136871 10 5 0.49352 10 0 0.611601 10 4 0.346689 10 2 0.192796 10 2 0.276316 10 5 0.805838 10 1 0.415511 10 0 0.166749 10 1 0.6 0 0 4820 4059
100 -2194.47 0.0141134 10 4 0.503035 10 2 0.573814 10 4 0.506142 10 4 0.0761123 10 2 0.179541 10 3 0.605665 10 2 0.415511 10 0 0.100069 10 2 0.6 0 0 4820 4041
110 -2139.05 0.0141134 10 0 0.560889 10 2 0.487967 10 2 0.363202 10 2 0.174249 10 4 0.196486 10 4 0.962145 10 1 0.415511 10 0 0.0730188 10 5 0.6 0 0 4820 4089
120 -2175.83 0.0126002 10 3 0.561491 10 2 0.215227 10 6 0.359207 10 2 0.198034 10 6 0.228811 10 1 1.03433 10 2 0.337561 10 4 0.530358 10 6 0.6 0 0 4820 3973
130 -2142.06 0.0126002 10 0 0.561491 10 0 0.448751 10 1 0.134209 10 6 0.184701 10 4 0.26161 10 2 1.03433 10 0 0.143097 10 3 0.173455 10 4 0.6 0 0 4820 4015
140 -2142.46 0.0130893 10 3 0.517756 10 2 0.618216 10 1 0.493321 10 2 0.139485 10 6 0.241354 10 7 1.03433 10 0 0.485014 10 2 0.349987 10 5 0.6 0 0 4820 4040
150 -2161.79 0.0150776 10 1 0.525312 10 1 0.729621 10 2 0.184171 10 2 0.22717 10 4 0.185244 10 4 0.799981 10 2 0.216414 10 2 0.614632 10 5 0.6 0 0 4820 3999
160 -2162.26 0.0150776 10 0 0.684467 10 3 0.590518 10 3 0.246972 10 2 0.167298 10 6 0.125052 10 2 0.618538 10 5 0.291366 10 3 0.208109 10 4 0.6 0 0 4820 4087
170 -2115.41 0.0120272 10 3 0.830567 10 2 0.816824 10 2 0.522945 10 1 0.145498 10 4 0.124386 10 3 0.618538 10 0 0.134516 10 1 0.114894 10 5 0.6 0 0 4820 4009
180 -2137.53 0.00813209 10 2 0.813152 10 4 0.486804 10 1 0.371899 10 1 0.143409 10 2 0.187417 10 1 0.618538 10 0 0.263722 10 2 0.133883 10 4 0.6 0 0 4820 3945
190 -2151.26 0.00914623 10 1 0.724735 10 3 0.468374 10 1 0.297273 10 3 0.13068 10 2 0.187417 10 0 0.618538 10 0 0.26446 10 1 0.486601 10 1 0.6 0 0 4820 3871
200 -2158.95 0.0126909 10 2 0.740566 10 1 0.468374 10 0 0.297273 10 0 0.111893 10 6 0.146684 10 5 0.495597 10 1 0.235687 10 2 0.16192 10 3 0.6 0 0 4820 3993
210 -2170.53 0.0139896 10 2 0.911181 10 2 1.06244 10 5 0.297273 10 0 0.0664471 10 4 0.145175 10 2 0.523435 10 3 0.1793 10 3 0.302098 10 2 0.6 0 0 4820 4038
220 -2140.47 0.0108158 10 2 0.80004 10 1 0.549138 10 2 0.297273 10 0 0.0783733 10 5 0.160783 10 1 0.589919 10 3 0.113953 10 2 0.223547 10 4 0.6 0 0 4820 3927
230 -2171.16 0.0108158 10 0 0.811273 10 2 0.719796 10 1 0.297273 10 0 0.201044 10 2 0.101987 10 4 0.646993 10 1 0.23306 10 2 0.334358 10 5 0.6 0 0 4820 3929
240 -2129.28 0.0110812 10 2 0.967328 10 1 0.724912 10 2 0.160101 10 2 0.0942481 10 4 0.101987 10 0 0.57502 10 2 0.216023 10 2 0.127576 10 3 0.6 0 0 4820 3918
250 -2116.18 0.00953678 10 1 0.949167 10 4 0.703865 10 1 0.344033 10 4 0.105197 10 2 0.158329 10 3 0.57502 10 0 0.216023 10 0 0.349517 10 6 0.6 0 0 4820 3921
260 -2147.3 0.0124862 10 3 0.936468 10 3 0.854149 10 3 0.344033 10 0 0.072706 10 2 0.0996466 10 3 0.684797 10 3 0.304556 10 1 0.135391 10 5 0.6 0 0 4820 3891
270 -2144.67 0.00960527 10 2 0.776081 10 3 0.676837 10 2 0.247559 10 4 0.130453 10 2 0.163217 10 4 0.686373 10 1 0.285677 10 2 0.351947 10 1 0.6 0 0 4820 3926
280 -2171.6 0.011877 10 1 0.664629 10 2 0.681628 10 1 0.443349 10 2 0.0919033 10 5 0.168455 10 1 0.686373 10 0 0.285677 10 0 0.281841 10 5 0.6 0 0 4820 3965
290 -2179.07 0.0111173 10 1 0.720701 10 1 0.462856 10 4 0.569278 10 4 0.141691 10 5 0.140578 10 2 0.705517 10 1 0.285677 10 0 0.314196 10 4 0.6 0 0 4820 3961
300 -2159.31 0.0110015 10 2 0.589416 10 3 0.829296 10 5 0.321542 10 3 0.13126 10 6 0.142227 10 2 0.739177 10 1 0.249715 10 1 0.769724 10 4 0.6 0 0 4820 4018
310 -2146.92 0.0103287 10 2 0.678291 10 2 0.281522 10 2 0.510991 10 3 0.200243 10 3 0.142227 10 0 0.739177 10 0 0.281189 10 1 0.334753 10 4 0.6 0 0 4820 3926
320 -2134.58 0.0108353 10 3 0.678291 10 0 0.369771 10 1 0.258275 10 3 0.125189 10 3 0.0945549 10 3 0.692034 10 1 0.346064 10 5 0.221991 10 3 0.6 0 0 4820 3872
330 -2097.79 0.0104147 10 3 0.775747 10 1 0.598823 10 1 0.419678 10 2 0.106619 10 4 0.146807 10 1 0.728915 10 3 0.346064 10 0 0.372284 10 7 0.6 0 0 4820 3970
340 -2123.22 0.012821 10 1 0.670398 10 6 0.844474 10 2 0.419678 10 0 0.103222 10 2 0.204934 10 1 0.726283 10 2 0.405626 10 5 0.180518 10 5 0.6 0 0 4820 3925
350 -2145.82 0.012821 10 0 0.735484 10 1 0.844474 10 0 0.419678 10 0 0.171547 10 3 0.155679 10 1 0.629224 10 1 0.15907 10 3 0.296885 10 7 0.6 0 0 4820 4018
360 -2149.21 0.0120916 10 1 0.677287 10 4 0.507482 10 3 0.265099 10 2 0.127341 10 2 0.177649 10 1 0.629224 10 0 0.202609 10 1 0.604527 10 3 0.6 0 0 4820 4034
370 -2171.24 0.0137511 10 2 0.670906 10 1 0.779906 10 3 0.247964 10 1 0.0657895 10 4 0.177649 10 0 0.47632 10 3 0.202609 10 0 0.701914 10 9 0.6 0 0 4820 4029
380 -2161.18 0.0137511 10 0 0.743762 10 2 0.489708 10 2 0.234425 10 1 0.0710706 10 3 0.148064 10 3 0.675535 10 3 0.0924891 10 1 0.321624 10 5 0.6 0 0 4820 4047
390 -2153.55 0.0109149 10 2 0.646316 10 1 0.596007 10 1 0.234425 10 0 0.230195 10 5 0.162955 10 1 0.7127 10 1 0.159057 10 1 0.28065 10 4 0.6 0 0 4820 4015
400 -2167.21 0.0124021 10 1 0.67885 10 2 0.596007 10 0 0.181833 10 2 0.112876 10 2 0.122404 10 2 0.7127 10 0 0.255495 10 5 0.266484 10 7 0.6 0 0 4820 3933
410 -2182.11 0.0141202 10 1 0.590063 10 3 0.353621 10 2 0.547902 10 3 0.0936129 10 3 0.180917 10 3 0.737971 10 2 0.255495 10 0 0.0521798 10 6 0.6 0 0 4820 4022
420 -2127.48 0.0128922 10 1 0.643934 10 4 0.318564 10 1 0.176338 10 4 0.187072 10 3 0.196277 10 4 0.675272 10 2 0.200879 10 5 0.477062 10 4 0.6 0 0 4820 4006
430 -2180.56 0.0119619 10 7 0.688707 10 3 0.438387 10 3 0.392837 10 2 0.104098 10 1 0.132823 10 5 0.675272 10 0 0.124629 10 1 0.286735 10 5 0.6 0 0 4820 4024
440 -2156.42 0.0104954 10 2 0.688707 10 0 0.443114 10 3 0.292618 10 1 0.167871 10 3 0.149279 10 1 0.675272 10 0 0.22977 10 1 0.387964 10 4 0.6 0 0 4820 4053
450 -2168.83 0.0104954 10 0 0.709076 10 4 0.591556 10 5 0.320019 10 3 0.166792 10 3 0.140348 10 1 0.371257 10 3 0.127538 10 2 0.318771 10 3 0.6 0 0 4820 3963
460 -2161.27 0.0130504 10 3 0.709076 10 0 0.593773 10 4 0.366047 10 3 0.148504 10 1 0.136333 10 1 0.558156 10 3 0.239062 10 4 0.196233 10 3 0.6 0 0 4820 3985
470 -2170.63 0.0130504 10 0 0.709076 10 0 0.549264 10 1 0.234677 10 2 0.122023 10 2 0.166655 10 2 0.787821 10 1 0.225402 10 2 0.245146 10 4 0.6 0 0 4820 4019
480 -2142.04 0.010169 10 1 0.723946 10 1 0.398157 10 3 0.168936 10 3 0.146237 10 1 0.166655 10 0 0.684153 10 3 0.208261 10 1 0.494604 10 3 0.6 0 0 4820 3966
490 -2139.74 0.010169 10 0 0.822361 10 5 0.492931 10 2 0.220749 10 2 0.0980018 10 3 0.166655 10 0 0.684153 10 0 0.208261 10 0 0.34595 10 4 0.6 0 0 4820 3991
500 -2148.38 0.010169 10 0 0.822361 10 0 0.731615 10 2 0.220749 10 0 0.0980018 10 0 0.168478 10 3 0.609003 10 4 0.112895 10 3 0.149062 10 4 0.6 0 0 4820 3920
510 -2208.87 0.0114063 10 2 0.975272 10 4 0.803794 10 3 0.227958 10 2 0.113862 10 3 0.130124 10 2 0.609003 10 0 0.122471 10 3 0.144454 10 7 0.6 0 0 4820 3994
520 -2145.64 0.0121803 10 1 0.814849 10 2 0.657818 10 3 0.227958 10 0 0.119061 10 6 0.0908933 10 2 0.66981 10 3 0.238582 10 2 0.284318 10 4 0.6 0 0 4820 3932
530 -2128.37 0.0121803 10 0 0.766056 10 2 0.792446 10 2 0.235582 10 2 0.130696 10 1 0.155862 10 6 0.515379 10 1 0.238582 10 0 0.148239 10 5 0.6 0 0 4820 4004
