iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -2172.59 0.0002 0 0 0.2 0 0 0.5 0 0 0.2 0 0 0.6 0 0 0.3 0 0 1.5 0 0 0.8 0 0 0.3 0 0 0.6 0 0 0 0
10 -1744.69 0.00365842 10 6 0.422559 10 6 0.234154 10 3 0.550627 10 3 0.182117 10 4 0.467598 10 3 1.5 10 0 0.484637 10 3 0.518906 10 3 0.6 0 0 3860 3053
20 -1774.35 0.0158464 10 4 0.416638 10 1 0.54672 10 2 0.232962 10 3 0.182117 10 0 0.185456 10 3 0.918803 10 1 0.307104 10 1 0.129215 10 6 0.6 0 0 3860 3213
30 -1738.14 0.00905532 10 4 0.603786 10 1 0.483909 10 2 0.345987 10 5 0.079895 10 1 0.179846 10 2 0.947056 10 2 0.307104 10 0 0.298638 10 5 0.6 0 0 3860 3201
40 -1725.47 0.00973052 10 2 0.641037 10 3 0.306329 10 1 0.214961 10 2 0.0274985 10 3 0.188308 10 2 0.809042 10 1 0.361451 10 1 0.543889 10 6 0.6 0 0 3860 3149
50 -1700.75 0.0100767 10 2 0.684084 10 2 0.480882 10 2 0.272589 10 1 0.0641015 10 5 0.238363 10 3 0.623849 10 2 0.313162 10 2 0.714403 10 3 0.6 0 0 3860 3102
60 -1716.81 0.0100767 10 0 0.643794 10 1 0.480882 10 0 0.232998 10 3 0.0617241 10 1 0.220595 10 4 1.08836 10 2 0.417639 10 1 0.242133 10 3 0.6 0 0 3860 3108
70 -1717.33 0.0127358 10 2 0.509023 10 2 0.179128 10 4 0.23507 10 4 0.106667 10 3 0.209363 10 2 0.977362 10 1 0.446158 10 1 0.351654 10 4 0.6 0 0 3860 3192
80 -1756.33 0.0159207 10 2 0.681096 10 2 0.608261 10 4 0.155046 10 2 0.0705201 10 3 0.220747 10 4 0.739354 10 2 0.419359 10 3 0.379766 10 4 0.6 0 0 3860 3244
90 -1704.84 0.00921714 10 5 0.760581 10 1 0.382922 10 3 0.0979036 10 2 0.060035 10 3 0.23387 10 2 0.739354 10 0 0.419359 10 0 0.0455621 10 6 0.6 0 0 3860 3117
100 -1725.98 0.0119979 10 2 0.775579 10 2 1.03395 10 1 0.20653 10 2 0.097558 10 3 0.126142 10 3 0.7396 10 1 0.275819 10 1 0.0600996 10 3 0.6 0 0 3860 3118
110 -1770.85 0.0136218 10 2 0.775579 10 0 0.866484 10 2 0.114363 10 1 0.0707191 10 3 0.211208 10 2 0.682702 10 1 0.293706 10 3 0.385858 10 2 0.6 0 0 3860 3219
120 -1744.06 0.0136218 10 0 0.531465 10 2 0.329738 10 4 0.132268 10 3 0.0604992 10 7 0.193112 10 3 0.682702 10 0 0.441436 10 1 0.286957 10 4 0.6 0 0 3860 3204
130 -1726.47 0.0122445 10 3 0.535996 10 5 0.446221 10 2 0.264304 10 4 0.169518 10 7 0.148582 10 2 1.12694 10 1 0.351955 10 1 0.170688 10 2 0.6 0 0 3860 3183
140 -1738.5 0.00809942 10 1 0.607239 10 1 0.189522 10 3 0.264304 10 0 0.0732849 10 3 0.229717 10 2 0.678078 10 4 0.30828 10 1 0.215927 10 4 0.6 0 0 3860 3207
150 -1745.71 0.0117549 10 3 0.600071 10 1 0.792803 10 1 0.446626 10 3 0.248023 10 8 0.196038 10 1 0.782175 10 1 0.30828 10 0 0.241418 10 5 0.6 0 0 3860 3192
160 -1737.82 0.0159757 10 1 0.797363 10 1 1.02095 10 3 0.0934477 10 5 0.0624798 10 4 0.133248 10 3 0.434086 10 3 0.217638 10 2 0.0808566 10 2 0.6 0 0 3860 3261
170 -1716.18 0.0159757 10 0 0.797363 10 0 0.653337 10 5 0.0843654 10 3 0.0424019 10 4 0.170555 10 5 0.434086 10 0 0.217638 10 0 0.148365 10 5 0.6 0 0 3860 3216
180 -1744.89 0.014485 10 2 0.767801 10 4 0.798422 10 1 0.094317 10 1 0.224379 10 4 0.120055 10 1 0.571524 10 1 0.205352 10 4 0.302992 10 4 0.6 0 0 3860 3190
190 -1718.26 0.0155958 10 2 0.736204 10 2 1.23092 10 2 0.210544 10 3 0.0922705 10 2 0.0970628 10 3 0.571524 10 0 0.229928 10 1 0.134354 10 4 0.6 0 0 3860 3182
200 -1750.68 0.0138331 10 1 1.09044 10 2 1.067 10 5 0.142546 10 2 0.0138164 10 6 0.0766008 10 3 0.26219 10 2 0.20864 10 1 0.145155 10 5 0.6 0 0 3860 3220
210 -1741.8 0.0134481 10 2 1.1539 10 2 0.911206 10 2 0.206973 10 3 0.0507217 10 7 0.121505 10 3 0.33671 10 2 0.284579 10 1 0.124662 10 1 0.6 0 0 3860 3122
220 -1752.21 0.0138199 10 3 0.637419 10 3 0.443601 10 1 0.0707268 10 6 0.158739 10 7 0.139765 10 1 0.521017 10 5 0.284477 10 3 0.118391 10 2 0.6 0 0 3860 3173
230 -1715.34 0.0120275 10 1 0.856349 10 3 0.570693 10 1 0.152139 10 2 0.104326 10 6 0.0955657 10 2 0.61855 10 2 0.182937 10 1 0.266909 10 5 0.6 0 0 3860 3221
240 -1732.53 0.0134479 10 5 0.660209 10 1 0.680543 10 2 0.186221 10 3 0.0558049 10 5 0.0965303 10 3 0.635485 10 1 0.226723 10 1 0.0839735 10 2 0.6 0 0 3860 3169
250 -1730.38 0.0126654 10 3 0.812861 10 4 0.680543 10 0 0.186221 10 0 0.0534315 10 4 0.139671 10 4 0.533868 10 4 0.265609 10 2 0.584343 10 4 0.6 0 0 3860 3211
260 -1691.5 0.0107569 10 3 1.05463 10 4 0.865629 10 3 0.164975 10 3 0.189656 10 3 0.151133 10 4 0.497855 10 5 0.118552 10 3 0.261593 10 6 0.6 0 0 3860 3201
270 -1714.37 0.0126636 10 2 0.864395 10 1 0.600528 10 1 0.0688218 10 3 0.0653056 10 3 0.184717 10 3 0.514498 10 1 0.304905 10 2 0.380456 10 5 0.6 0 0 3860 3179
280 -1722.14 0.0102826 10 1 0.80435 10 5 0.968669 10 3 0.0599406 10 3 0.0960452 10 3 0.21115 10 2 0.917647 10 1 0.227134 10 1 0.444186 10 3 0.6 0 0 3860 3189
290 -1728.1 0.0111537 10 1 0.684911 10 2 0.52879 10 1 0.335725 10 2 0.182345 10 4 0.124912 10 3 0.803523 10 1 0.182442 10 3 0.193828 10 3 0.6 0 0 3860 3169
300 -1723.21 0.0114011 10 2 0.65927 10 2 0.0934289 10 1 0.0884579 10 2 0.121697 10 4 0.178138 10 1 0.651301 10 2 0.154055 10 2 0.277975 10 6 0.6 0 0 3860 3160
310 -1752.72 0.00960148 10 3 0.569244 10 1 0.27705 10 2 0.375267 10 3 0.106565 10 4 0.344492 10 4 0.901007 10 3 0.221425 10 1 0.940619 10 3 0.6 0 0 3860 3146
320 -1747.13 0.0125427 10 3 0.557349 10 1 0.489693 10 5 0.259271 10 6 0.117439 10 7 0.23392 10 2 0.673693 10 1 0.28347 10 4 0.0948776 10 6 0.6 0 0 3860 3183
330 -1738.77 0.0150395 10 3 0.614249 10 4 0.558845 10 1 0.0735743 10 4 0.150671 10 3 0.228251 10 5 0.605791 10 1 0.200422 10 2 0.0465918 10 5 0.6 0 0 3860 3204
340 -1740.99 0.0123012 10 2 0.658114 10 2 0.639575 10 2 0.082622 10 3 0.0206289 10 4 0.259779 10 4 0.802891 10 1 0.347065 10 2 0.249883 10 4 0.6 0 0 3860 3210
350 -1755.91 0.0164878 10 1 0.658114 10 0 0.531525 10 1 0.0538516 10 3 0.139127 10 4 0.0810472 10 2 0.841636 10 1 0.385206 10 4 0.0484663 10 4 0.6 0 0 3860 3223
360 -1721.91 0.0139614 10 2 0.80769 10 2 0.855741 10 2 0.296314 10 2 0.0776668 10 7 0.124651 10 3 0.645864 10 2 0.23928 10 1 0.364007 10 4 0.6 0 0 3860 3213
370 -1717.8 0.00986786 10 2 0.91279 10 1 0.760316 10 1 0.119376 10 2 0.0435415 10 4 0.164108 10 3 0.570775 10 2 0.271347 10 2 0.110273 10 4 0.6 0 0 3860 3218
380 -1737.69 0.0093653 10 3 0.991078 10 2 0.728456 10 1 0.139156 10 2 0.131221 10 5 0.164108 10 0 0.570775 10 0 0.271347 10 0 0.351684 10 4 0.6 0 0 3860 3120
390 -1753.71 0.0159008 10 2 0.828948 10 2 0.357081 10 4 0.245074 10 2 0.161819 10 4 0.123106 10 1 0.323388 10 2 0.0499868 10 3 0.268458 10 4 0.6 0 0 3860 3194
400 -1725.38 0.0144317 10 4 0.841961 10 1 0.475941 10 4 0.104397 10 3 0.0803465 10 4 0.131683 10 3 0.461086 10 2 0.172691 10 4 0.130822 10 6 0.6 0 0 3860 3188
410 -1749.86 0.0139816 10 3 1.02152 10 1 0.490362 10 3 0.0689355 10 1 0.0744678 10 2 0.0868947 10 1 0.419415 10 2 0.146929 10 2 0.219263 10 5 0.6 0 0 3860 3201
420 -1748.48 0.0128011 10 2 0.951174 10 3 0.47665 10 3 0.333946 10 3 0.0791421 10 6 0.0462337 10 3 0.419415 10 0 0.160613 10 1 0.0514357 10 1 0.6 0 0 3860 3198
430 -1707.41 0.0140463 10 3 0.808741 10 4 0.444785 10 6 0.103936 10 1 0.051593 10 6 0.079224 10 2 0.419415 10 0 0.114993 10 1 0.179052 10 3 0.6 0 0 3860 3259
440 -1759.88 0.0143755 10 3 0.705818 10 4 0.444785 10 0 0.241425 10 2 0.105778 10 2 0.179531 10 3 0.423077 10 2 0.178115 10 4 0.495463 10 4 0.6 0 0 3860 3254
450 -1729.51 0.0139102 10 2 0.584374 10 3 0.509132 10 2 0.256495 10 1 0.0758265 10 4 0.179541 10 1 0.697713 10 2 0.234018 10 1 0.194875 10 5 0.6 0 0 3860 3206
460 -1756.93 0.0156038 10 2 0.561566 10 1 0.627696 10 4 0.200581 10 3 0.158442 10 5 0.239158 10 3 0.694199 10 2 0.234018 10 0 0.471092 10 2 0.6 0 0 3860 3214
470 -1748.02 0.0178484 10 1 0.51228 10 4 1.14844 10 5 0.0631824 10 2 0.0265531 10 7 0.172359 10 4 0.653258 10 2 0.20947 10 4 0.162485 10 6 0.6 0 0 3860 3267
480 -1775.09 0.0178484 10 0 0.484148 10 1 0.72313 10 5 0.122549 10 2 0.0806155 10 4 0.101659 10 2 0.913089 10 1 0.191697 10 1 0.593071 10 5 0.6 0 0 3860 3307
490 -1768.52 0.0184864 10 3 0.423511 10 1 1.41999 10 3 0.243897 10 4 0.144308 10 1 0.131736 10 4 1.26801 10 4 0.264318 10 2 0.172284 10 3 0.6 0 0 3860 3331
500 -1719.24 0.0141022 10 3 0.79546 10 4 0.603058 10 1 0.115775 10 1 0.122569 10 5 0.195253 10 2 0.618979 10 3 0.167921 10 3 0.336176 10 5 0.6 0 0 3860 3176
510 -1723.25 0.0122719 10 4 0.808473 10 3 0.603058 10 0 0.184785 10 3 0.0788813 10 5 0.103636 10 4 0.524316 10 1 0.148425 10 2 0.407624 10 3 0.6 0 0 3860 3117
520 -1742.34 0.0148328 10 3 0.808473 10 0 0.700853 10 2 0.0924716 10 5 0.0864069 10 1 0.0526686 10 5 0.621535 10 3 0.252342 10 2 0.103722 10 6 0.6 0 0 3860 3233
530 -1754.32 0.0105588 10 3 0.808473 10 0 0.709391 10 2 0.15867 10 1 0.123143 10 6 0.144553 10 4 0.745897 10 2 0.223976 10 2 0.098605 10 3 0.6 0 0 3860 3170
540 -1740.78 0.0130672 10 2 0.780125 10 2 0.730543 10 1 0.435482 10 1 0.211714 10 5 0.0999297 10 5 0.813381 10 2 0.209184 10 1 0.183314 10 4 0.6 0 0 3860 3105
550 -1725.41 0.0149063 10 2 0.783928 10 5 1.12331 10 4 0.0892279 10 5 0.136924 10 6 0.0999297 10 0 0.813381 10 0 0.344232 10 2 0.332034 10 2 0.6 0 0 3860 3233
560 -1749.51 0.0143258 10 1 0.837687 10 2 0.542285 10 1 0.263336 10 2 0.0919501 10 4 0.119207 10 1 0.44544 10 4 0.242733 10 3 0.158171 10 6 0.6 0 0 3860 3265
570 -1760.24 0.0150373 10 2 0.769033 10 2 0.459987 10 1 0.1402 10 3 0.0825392 10 7 0.119207 10 0 0.559646 10 1 0.225232 10 4 0.0463403 10 3 0.6 0 0 3860 3240
580 -1717.18 0.0131867 10 3 1.20646 10 2 0.896947 10 4 0.175275 10 3 0.0893589 10 1 0.0754315 10 3 0.449885 10 1 0.147614 10 2 0.155863 10 4 0.6 0 0 3860 3230
590 -1712.43 0.0133728 10 2 0.96049 10 6 1.031 10 2 0.115126 10 1 0.0733601 10 6 0.134333 10 3 0.449885 10 0 0.245604 10 6 0.323682 10 5 0.6 0 0 3860 3191
600 -1742.65 0.012712 10 2 0.88559 10 4 0.353026 10 2 0.106563 10 2 0.150005 10 4 0.143068 10 2 0.404083 10 1 0.157611 10 1 0.300419 10 1 0.6 0 0 3860 3154
610 -1725.56 0.0137298 10 1 0.994579 10 3 1.0959 10 4 0.303533 10 2 0.0845342 10 4 0.136974 10 4 0.421083 10 1 0.249258 10 4 0.26425 10 4 0.6 0 0 3860 3165
620 -1735.51 0.0113094 10 2 0.994579 10 0 0.548305 10 4 0.138833 10 2 0.0787885 10 6 0.12143 10 4 0.421083 10 0 0.249258 10 0 0.0753302 10 1 0.6 0 0 3860 3149
630 -1741.27 0.0152042 10 1 0.994579 10 0 0.895067 10 2 0.138833 10 0 0.0526855 10 4 0.0603719 10 3 0.579875 10 4 0.164336 10 1 0.266287 10 5 0.6 0 0 3860 3172
640 -1706.5 0.0126403 10 4 1.03405 10 1 0.892993 10 1 0.097021 10 2 0.155352 10 6 0.151743 10 2 0.496141 10 4 0.240836 10 1 0.13157 10 7 0.6 0 0 3860 3168
650 -1736.03 0.0132998 10 2 0.878388 10 1 0.690695 10 2 0.0860045 10 2 0.0931178 10 4 0.158223 10 1 0.329321 10 3 0.189264 10 2 0.0881005 10 3 0.6 0 0 3860 3125
660 -1752.22 0.0116101 10 3 0.878388 10 0 0.961535 10 3 0.130007 10 1 0.173232 10 3 0.180246 10 2 0.548866 10 4 0.118856 10 1 0.111644 10 6 0.6 0 0 3860 3141
670 -1743.97 0.0130321 10 4 1.0461 10 4 0.961535 10 0 0.249047 10 4 0.110823 10 4 0.124755 10 2 0.562779 10 3 0.0691779 10 2 0.210678 10 1 0.6 0 0 3860 3177
