iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -3174.73 2e-05 0 0 0.07 0 0 1.5 0 0 0.8 0 0 0.53 0 0 0.7 0 0 1 0 0 1.3 0 0 1 0 0 0.6 0 0 0 0
10 -2188.47 9.07322e-05 10 5 0.374041 10 3 0.191222 10 3 0.454741 10 1 0.314634 10 3 0.744114 10 1 1.21381 10 3 0.570443 10 1 0.622798 10 2 0.6 0 0 4820 3721
20 -2151.45 0.00382594 10 5 0.502216 10 3 0.240468 10 4 0.454741 10 0 0.138843 10 4 0.414009 10 3 1.33346 10 1 0.501911 10 1 0.985686 10 2 0.6 0 0 4820 3614
30 -2170.12 0.0105247 10 2 0.586696 10 2 0.544804 10 5 0.454741 10 0 0.0499595 10 2 0.229759 10 4 1.13716 10 3 0.374334 10 1 0.131119 10 5 0.6 0 0 4820 3971
40 -2149.09 0.0131669 10 2 0.586696 10 0 0.729909 10 6 0.213206 10 2 0.0738771 10 3 0.194813 10 4 0.796286 10 2 0.203031 10 2 0.148036 10 6 0.6 0 0 4820 4019
50 -2179.56 0.014921 10 1 0.741881 10 2 0.71583 10 1 0.204258 10 3 0.122801 10 3 0.089713 10 2 0.628879 10 1 0.183964 10 1 0.780565 10 3 0.6 0 0 4820 4031
60 -2144.5 0.0131121 10 2 0.71333 10 1 0.591582 10 1 0.204258 10 0 0.0626973 10 4 0.190031 10 1 0.628879 10 0 0.17523 10 1 0.377811 10 2 0.6 0 0 4820 4036
70 -2152.13 0.0133149 10 2 0.799764 10 3 0.509095 10 1 0.273698 10 2 0.0759752 10 2 0.148074 10 2 0.422819 10 3 0.234866 10 2 0.733528 10 5 0.6 0 0 4820 4058
80 -2203.31 0.0133149 10 0 0.603229 10 2 1.23219 10 4 0.144154 10 3 0.100858 10 4 0.110389 10 4 0.69972 10 1 0.339818 10 3 0.552569 10 6 0.6 0 0 4820 4110
90 -2158.1 0.0143053 10 4 0.688251 10 1 1.00151 10 4 0.165551 10 2 0.02108 10 3 0.189311 10 4 0.69972 10 0 0.339818 10 0 0.245151 10 1 0.6 0 0 4820 4076
100 -2190.52 0.0147509 10 4 0.688251 10 0 0.69356 10 3 0.241693 10 4 0.0520657 10 2 0.123007 10 3 0.525907 10 2 0.109369 10 2 0.338135 10 1 0.6 0 0 4820 4073
110 -2130.66 0.0164881 10 1 0.797741 10 1 0.607713 10 2 0.289303 10 2 0.0849453 10 5 0.0836009 10 3 0.525907 10 0 0.219407 10 1 0.0773391 10 7 0.6 0 0 4820 4111
120 -2159.49 0.0132353 10 3 0.96833 10 3 0.334973 10 6 0.209932 10 4 0.0716322 10 7 0.109689 10 2 0.565361 10 2 0.178246 10 4 0.561738 10 6 0.6 0 0 4820 3970
130 -2126.81 0.0120813 10 2 0.96833 10 0 0.568497 10 1 0.0784363 10 6 0.115374 10 5 0.15238 10 1 0.565361 10 0 0.0755613 10 3 0.241366 10 3 0.6 0 0 4820 3948
140 -2132.5 0.0125502 10 3 0.780014 10 3 0.737962 10 1 0.288313 10 2 0.0709319 10 5 0.140582 10 7 0.629415 10 1 0.256107 10 2 0.487013 10 5 0.6 0 0 4820 4021
150 -2136.66 0.0159411 10 3 0.972761 10 2 0.849367 10 2 0.0323445 10 2 0.0347084 10 5 0.1079 10 4 0.48681 10 2 0.114276 10 2 0.820864 10 5 0.6 0 0 4820 4012
160 -2152.8 0.0159411 10 0 0.950229 10 2 1.01847 10 4 0.120309 10 3 0.0552089 10 7 0.0728393 10 2 0.484061 10 3 0.153853 10 3 0.277937 10 4 0.6 0 0 4820 4063
170 -2106.35 0.012716 10 3 0.964669 10 1 0.801785 10 4 0.254745 10 1 0.0480148 10 4 0.100291 10 4 0.61681 10 1 0.153853 10 0 0.121921 10 6 0.6 0 0 4820 4033
180 -2119.39 0.0112874 10 1 1.14298 10 3 0.780867 10 2 0.181165 10 1 0.0646343 10 5 0.0762672 10 2 0.373626 10 1 0.167685 10 1 0.0960593 10 6 0.6 0 0 4820 3963
190 -2153.96 0.0112874 10 0 1.1573 10 2 0.943772 10 3 0.144812 10 3 0.0588976 10 2 0.0909517 10 4 0.373626 10 0 0.223456 10 3 0.451872 10 2 0.6 0 0 4820 3921
