iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -2486.11 0.004 0 0 0.5 0 0 1 0 0 0.3 0 0 0.4 0 0 0.9 0 0 0.8 0 0 1 0 0 0.5 0 0 0.6 0 0 0 0
10 -2158.32 0.0151337 10 4 0.593042 10 4 0.45738 10 2 0.168942 10 1 0.0537384 10 5 0.215831 10 3 0.759248 10 1 0.438802 10 1 0.198705 10 3 0.6 0 0 4820 4057
20 -2163.86 0.0124057 10 2 0.539562 10 3 0.415425 10 3 0.30949 10 3 0.223471 10 5 0.183658 10 6 1.03234 10 2 0.431728 10 3 0.147737 10 3 0.6 0 0 4820 4023
30 -2178.74 0.012688 10 1 0.622518 10 1 0.638656 10 3 0.30949 10 0 0.0532784 10 4 0.249742 10 2 0.976064 10 1 0.075856 10 2 0.107812 10 7 0.6 0 0 4820 4026
40 -2149.2 0.0140719 10 3 0.622518 10 0 0.647993 10 5 0.174289 10 3 0.0787848 10 3 0.171417 10 3 0.683477 10 2 0.19015 10 3 0.121722 10 6 0.6 0 0 4820 4048
50 -2180.45 0.0124859 10 1 0.787177 10 2 0.633914 10 1 0.166974 10 3 0.130959 10 3 0.173279 10 1 0.539787 10 1 0.172293 10 1 0.471904 10 5 0.6 0 0 4820 4021
60 -2139.77 0.0133219 10 1 0.756884 10 1 0.509666 10 1 0.253507 10 1 0.0668623 10 4 0.173279 10 0 0.539787 10 0 0.164113 10 1 0.228412 10 2 0.6 0 0 4820 3987
70 -2151.81 0.0135279 10 2 0.848595 10 3 0.509666 10 0 0.22546 10 1 0.0810223 10 2 0.135021 10 2 0.362919 10 3 0.219965 10 2 0.443467 10 5 0.6 0 0 4820 4047
80 -2199.08 0.0135279 10 0 0.603053 10 2 0.793941 10 3 0.240493 10 2 0.107558 10 4 0.100658 10 4 0.600592 10 1 0.31826 10 3 0.398612 10 7 0.6 0 0 4820 4103
90 -2159.97 0.0145342 10 4 0.612298 10 2 0.793941 10 0 0.203559 10 1 0.0966821 10 2 0.210118 10 5 0.611575 10 2 0.31826 10 0 0.28511 10 3 0.6 0 0 4820 4071
100 -2186.22 0.0149869 10 4 0.624102 10 2 0.756155 10 4 0.297182 10 4 0.06885 10 4 0.136528 10 3 0.57689 10 1 0.31826 10 0 0.155114 10 3 0.6 0 0 4820 4036
110 -2146.71 0.0167519 10 1 0.624102 10 0 0.431714 10 2 0.215624 10 4 0.112329 10 5 0.0927898 10 3 0.57689 10 0 0.31826 10 0 0.197789 10 3 0.6 0 0 4820 4119
120 -2149 0.0124278 10 3 0.996213 10 4 0.832553 10 5 0.213252 10 2 0.126087 10 5 0.108055 10 1 0.620169 10 2 0.172336 10 3 0.244696 10 7 0.6 0 0 4820 3971
130 -2122.84 0.0124278 10 0 0.996213 10 0 1.06608 10 1 0.0796765 10 6 0.0408377 10 7 0.123544 10 2 0.620169 10 0 0.073056 10 3 0.242087 10 4 0.6 0 0 4820 3965
140 -2133.96 0.0129101 10 3 0.918618 10 2 0.942606 10 2 0.292872 10 2 0.0700065 10 7 0.113978 10 7 0.620169 10 0 0.247616 10 2 0.294696 10 4 0.6 0 0 4820 3992
150 -2142.66 0.010408 10 2 0.932022 10 1 0.413085 10 3 0.109338 10 2 0.114015 10 4 0.10947 10 3 0.479659 10 2 0.110487 10 2 0.517532 10 5 0.6 0 0 4820 3972
160 -2155.17 0.010408 10 0 0.910434 10 2 0.633876 10 4 0.216477 10 5 0.0839658 10 6 0.129177 10 3 0.47695 10 3 0.164172 10 3 0.175231 10 4 0.6 0 0 4820 3971
170 -2101.68 0.00943001 10 2 1.10477 10 2 0.647746 10 3 0.216477 10 0 0.0730245 10 4 0.131523 10 3 0.47695 10 0 0.164172 10 0 0.124212 10 4 0.6 0 0 4820 3955
180 -2109.99 0.00837055 10 1 1.22025 10 3 0.647746 10 0 0.221475 10 2 0.0653007 10 5 0.149012 10 2 0.251121 10 1 0.178931 10 1 0.0444018 10 4 0.6 0 0 4820 3880
190 -2130.37 0.00786043 10 2 1.08757 10 3 0.629316 10 1 0.177034 10 3 0.0595048 10 2 0.12704 10 3 0.416939 10 1 0.179433 10 1 0.332531 10 2 0.6 0 0 4820 3831
200 -2143.93 0.0124267 10 3 1.08757 10 0 0.629316 10 0 0.177034 10 0 0.0810667 10 7 0.0994294 10 5 0.334067 10 1 0.15991 10 2 0.201481 10 4 0.6 0 0 4820 3908
210 -2167.4 0.0132704 10 2 1.05202 10 1 0.688213 10 4 0.177034 10 0 0.0342059 10 3 0.098407 10 2 0.352832 10 3 0.121652 10 3 0.22122 10 2 0.6 0 0 4820 3973
220 -2137 0.0136496 10 1 0.9237 10 1 0.431211 10 3 0.177034 10 0 0.0403453 10 5 0.108987 10 1 0.397648 10 3 0.0773154 10 2 0.207975 10 4 0.6 0 0 4820 3964
230 -2170 0.0136496 10 0 0.936669 10 2 0.60187 10 1 0.177034 10 0 0.0829344 10 4 0.0691319 10 4 0.436119 10 1 0.0641212 10 2 0.311066 10 5 0.6 0 0 4820 3987
240 -2130.65 0.0112138 10 3 1.11684 10 1 0.606986 10 2 0.0953442 10 2 0.0300535 10 5 0.0691319 10 0 0.387604 10 2 0.167269 10 3 0.157155 10 2 0.6 0 0 4820 3936
250 -2132.79 0.0112138 10 0 0.844932 10 3 0.606986 10 0 0.344186 10 3 0.170641 10 7 0.107323 10 3 0.58386 10 1 0.167269 10 0 0.285172 10 1 0.6 0 0 4820 3939
260 -2151.39 0.0104719 10 2 0.754485 10 1 0.408485 10 1 0.176413 10 1 0.0714096 10 3 0.167361 10 3 0.612433 10 2 0.382002 10 2 0.199062 10 4 0.6 0 0 4820 3927
270 -2159.13 0.0112619 10 1 0.718462 10 2 0.680638 10 1 0.126943 10 4 0.0552362 10 6 0.158781 10 3 0.613843 10 1 0.358321 10 2 0.517459 10 1 0.6 0 0 4820 3979
280 -2166.57 0.0112619 10 0 0.876096 10 2 0.685428 10 1 0.36861 10 1 0.0538194 10 6 0.163876 10 1 0.46718 10 1 0.160545 10 2 0.411793 10 7 0.6 0 0 4820 3995
290 -2163.39 0.0105416 10 1 0.950007 10 1 0.792584 10 3 0.12627 10 3 0.0829756 10 5 0.136757 10 2 0.614943 10 2 0.160545 10 0 0.234122 10 3 0.6 0 0 4820 3947
300 -2143.36 0.0104318 10 2 0.92063 10 2 1.02452 10 4 0.208241 10 2 0.0922631 10 6 0.0946383 10 1 0.538552 10 2 0.140335 10 1 0.298075 10 4 0.6 0 0 4820 3994
310 -2137.71 0.0112942 10 4 0.852958 10 3 0.47675 10 2 0.330935 10 3 0.0751243 10 4 0.0946383 10 0 0.538552 10 0 0.158022 10 1 0.369763 10 5 0.6 0 0 4820 3928
320 -2145.43 0.0127414 10 2 0.723808 10 1 0.262056 10 2 0.167268 10 3 0.0886996 10 2 0.0629169 10 3 0.504205 10 1 0.189256 10 3 0.245209 10 3 0.6 0 0 4820 3939
330 -2092.5 0.0102382 10 2 1.1297 10 3 1.16158 10 1 0.271798 10 2 0.0755423 10 4 0.0976856 10 1 0.531076 10 3 0.254098 10 1 0.411221 10 7 0.6 0 0 4820 3989
340 -2118.15 0.0121365 10 2 0.900733 10 5 0.507232 10 2 0.271798 10 0 0.0582421 10 5 0.150816 10 2 0.529158 10 2 0.137334 10 4 0.112127 10 6 0.6 0 0 4820 3928
350 -2143.34 0.0121365 10 0 0.988181 10 1 0.42591 10 3 0.271798 10 0 0.0959911 10 5 0.114568 10 1 0.458442 10 1 0.0658365 10 2 0.260633 10 9 0.6 0 0 4820 3995
360 -2141.72 0.010617 10 2 0.853638 10 3 0.272075 10 2 0.171687 10 2 0.129283 10 3 0.130736 10 1 0.458442 10 0 0.210607 10 1 0.457303 10 2 0.6 0 0 4820 3923
370 -2161.62 0.0120741 10 2 0.845596 10 1 0.5445 10 3 0.077053 10 3 0.0468293 10 4 0.130736 10 0 0.347039 10 3 0.210607 10 0 0.271891 10 7 0.6 0 0 4820 3971
380 -2166.35 0.0148999 10 2 0.803555 10 3 0.5502 10 1 0.257227 10 2 0.0621455 10 4 0.130513 10 3 0.516802 10 1 0.0831079 10 2 0.509267 10 6 0.6 0 0 4820 4064
390 -2160.44 0.0126804 10 4 0.698276 10 1 0.656499 10 1 0.257227 10 0 0.181975 10 4 0.143639 10 1 0.545234 10 1 0.142923 10 1 0.444387 10 4 0.6 0 0 4820 4036
400 -2149.21 0.012664 10 2 0.998546 10 3 0.656499 10 0 0.158633 10 1 0.0163537 10 5 0.0933716 10 2 0.466338 10 2 0.12849 10 4 0.535929 10 5 0.6 0 0 4820 3929
410 -2166.2 0.012664 10 0 0.813883 10 2 0.414113 10 2 0.222818 10 2 0.0619314 10 6 0.138006 10 3 0.482873 10 2 0.12849 10 0 0.0491054 10 4 0.6 0 0 4820 3994
420 -2112.03 0.0115627 10 1 0.888187 10 4 0.379056 10 1 0.153159 10 2 0.155939 10 5 0.155725 10 3 0.441848 10 2 0.169877 10 3 0.448954 10 4 0.6 0 0 4820 3944
430 -2183.86 0.0150104 10 6 0.852653 10 5 0.563451 10 3 0.185895 10 3 0.0220378 10 2 0.105381 10 5 0.441848 10 0 0.105395 10 1 0.323681 10 4 0.6 0 0 4820 4029
