iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -2486.11 0.004 0 0 0.5 0 0 1 0 0 0.3 0 0 0.4 0 0 0.9 0 0 0.8 0 0 1 0 0 0.5 0 0 0.6 0 0 0 0
10 -2158.68 0.0151337 10 4 0.648555 10 3 0.45738 10 2 0.096031 10 2 0.023387 10 6 0.180464 10 3 0.759248 10 1 0.438802 10 1 0.198705 10 3 0.6 0 0 4820 4066
20 -2151.41 0.0124057 10 2 0.590069 10 3 0.415425 10 3 0.154784 10 6 0.114612 10 7 0.153562 10 6 0.834086 10 1 0.196233 10 3 0.147737 10 3 0.6 0 0 4820 4037
30 -2164.6 0.012688 10 1 0.689327 10 2 0.638656 10 3 0.190341 10 1 0.0207892 10 6 0.208818 10 2 0.788618 10 1 0.199794 10 2 0.120496 10 7 0.6 0 0 4820 4022
40 -2146.53 0.0158733 10 2 0.689327 10 0 0.825983 10 4 0.10719 10 3 0.0561866 10 5 0.0791754 10 5 0.663578 10 4 0.108364 10 2 0.136043 10 6 0.6 0 0 4820 4036
50 -2174.33 0.0140842 10 1 1.13909 10 2 1.04025 10 2 0.0620495 10 5 0.0129684 10 9 0.0800354 10 1 0.524071 10 1 0.0981874 10 1 0.303501 10 4 0.6 0 0 4820 4071
60 -2127.71 0.0123768 10 2 1.09525 10 1 0.915999 10 1 0.183517 10 2 0.0262539 10 5 0.0800354 10 0 0.388464 10 2 0.0935258 10 1 0.48672 10 3 0.6 0 0 4820 3965
70 -2137.52 0.0125682 10 2 1.12963 10 2 0.833512 10 1 0.163213 10 1 0.113686 10 3 0.128451 10 2 0.46703 10 2 0.125355 10 2 0.550597 10 4 0.6 0 0 4820 3976
80 -2192.91 0.0125682 10 0 0.852035 10 2 1.34651 10 5 0.085963 10 3 0.125338 10 6 0.0564182 10 4 0.46703 10 0 0.181372 10 3 0.34629 10 6 0.6 0 0 4820 4023
90 -2152.02 0.0135031 10 4 0.852035 10 0 0.696274 10 2 0.0987226 10 2 0.00629406 10 3 0.183012 10 5 0.38782 10 2 0.181372 10 0 0.153634 10 1 0.6 0 0 4820 4051
100 -2192.1 0.0192312 10 5 0.852035 10 0 0.658487 10 4 0.0401197 10 6 0.011733 10 5 0.0400479 10 3 0.365825 10 1 0.0716471 10 3 0.0921983 10 2 0.6 0 0 4820 4075
110 -2116.3 0.0159611 10 2 0.987581 10 1 0.572639 10 2 0.164651 10 5 0.00772717 10 7 0.0438278 10 4 0.365825 10 0 0.127073 10 1 0.0882316 10 6 0.6 0 0 4820 4113
120 -2167.71 0.0142498 10 3 0.846288 10 4 0.299899 10 6 0.16284 10 2 0.085829 10 9 0.117848 10 5 0.39327 10 2 0.103234 10 4 0.254671 10 6 0.6 0 0 4820 4008
130 -2141.96 0.0188668 10 1 0.846288 10 0 0.533423 10 1 0.0608413 10 6 0.0236846 10 6 0.0354425 10 5 0.552775 10 1 0.0143403 10 4 0.251956 10 4 0.6 0 0 4820 4075
140 -2133.99 0.0145352 10 2 0.780371 10 2 0.892171 10 4 0.205814 10 5 0.00891789 10 7 0.0960427 10 6 0.693748 10 1 0.267338 10 3 0.306709 10 4 0.6 0 0 4820 4060
150 -2138.57 0.0170347 10 2 0.973205 10 2 1.00358 10 2 0.0302937 10 2 0.0104757 10 6 0.0737149 10 4 0.472359 10 1 0.0578885 10 3 0.37265 10 3 0.6 0 0 4820 4043
