iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -3173.88 2e-05 0 0 0.07 0 0 1.5 0 0 0.8 0 0 0.53 0 0 0.7 0 0 1 0 0 1.3 0 0 1 0 0 0.6 0 0 0 0
10 -2184.3 9.07322e-05 10 5 0.374041 10 3 0.191222 10 3 0.454741 10 1 0.314634 10 3 0.744114 10 1 1.21381 10 3 0.570443 10 1 0.397411 10 3 0.6 0 0 4820 3717
20 -2154.13 0.00382594 10 5 0.502216 10 3 0.240468 10 4 0.454741 10 0 0.124625 10 3 0.414009 10 3 1.33346 10 1 0.501911 10 1 0.295474 10 3 0.6 0 0 4820 3607
30 -2153.42 0.0105247 10 2 0.899176 10 3 0.953743 10 6 0.454741 10 0 0.115194 10 5 0.183462 10 3 0.678405 10 2 0.14813 10 2 0.00724362 10 8 0.6 0 0 4820 3930
40 -2138.92 0.0116727 10 3 0.899176 10 0 0.916399 10 5 0.213206 10 2 0.0596012 10 3 0.125924 10 3 0.569203 10 2 0.230233 10 2 0.025652 10 7 0.6 0 0 4820 3944
50 -2172.84 0.0117369 10 2 1.12575 10 1 0.90232 10 1 0.204258 10 3 0.0990711 10 3 0.127292 10 1 0.449537 10 1 0.208611 10 1 0.11837 10 7 0.6 0 0 4820 3935
60 -2118.54 0.0107327 10 3 1.08242 10 1 0.778072 10 1 0.204258 10 0 0.0617672 10 1 0.127292 10 0 0.449537 10 0 0.198707 10 1 0.0208227 10 5 0.6 0 0 4820 3853
70 -2134.69 0.0108987 10 2 1.1164 10 2 0.695584 10 1 0.18166 10 1 0.0748481 10 2 0.137062 10 3 0.302241 10 3 0.176616 10 1 0.0225097 10 8 0.6 0 0 4820 3920
80 -2182.79 0.0108987 10 0 0.842054 10 2 1.20858 10 5 0.193772 10 2 0.0993613 10 4 0.10218 10 4 0.500176 10 1 0.312459 10 2 0.0286554 10 6 0.6 0 0 4820 3988
90 -2147.46 0.0117093 10 4 0.842054 10 0 0.703212 10 3 0.222534 10 2 0.0893145 10 2 0.20777 10 4 0.500176 10 0 0.312459 10 0 0.165612 10 7 0.6 0 0 4820 3982
100 -2176.1 0.0120741 10 4 0.842054 10 0 0.607661 10 3 0.324883 10 4 0.0636034 10 4 0.135001 10 3 0.471809 10 1 0.100563 10 2 0.0909269 10 6 0.6 0 0 4820 3978
110 -2113.15 0.0134961 10 1 0.842054 10 0 0.521813 10 2 0.233133 10 2 0.103769 10 5 0.0917526 10 3 0.471809 10 0 0.201742 10 1 0.0170746 10 6 0.6 0 0 4820 4049
120 -2164.94 0.012049 10 3 0.721581 10 4 0.249073 10 6 0.230568 10 2 0.160006 10 5 0.106847 10 1 0.507205 10 2 0.163895 10 4 0.029027 10 8 0.6 0 0 4820 3963
130 -2131.74 0.0146903 10 1 0.721581 10 0 0.482597 10 1 0.0861464 10 6 0.109712 10 5 0.152316 10 3 0.71292 10 1 0.107098 10 5 0.0229627 10 5 0.6 0 0 4820 4037
140 -2138.01 0.0139512 10 2 0.665377 10 2 0.652063 10 1 0.316654 10 2 0.0828533 10 6 0.140523 10 7 0.71292 10 0 0.362999 10 2 0.188431 10 6 0.6 0 0 4820 4039
150 -2154.5 0.0160705 10 1 0.675087 10 1 0.763468 10 2 0.118216 10 2 0.134938 10 4 0.107854 10 4 0.551395 10 2 0.161971 10 2 0.330915 10 5 0.6 0 0 4820 4014
160 -2163.13 0.0160705 10 0 0.710067 10 1 0.624364 10 3 0.158527 10 2 0.0779097 10 4 0.0943085 10 1 0.548281 10 3 0.218067 10 3 0.137956 10 6 0.6 0 0 4820 4097
170 -2105.16 0.0130595 10 5 0.861631 10 2 0.407676 10 4 0.335669 10 1 0.101172 10 6 0.129851 10 4 0.548281 10 0 0.100676 10 1 0.0112639 10 7 0.6 0 0 4820 4021
180 -2137.03 0.0115922 10 1 0.79988 10 2 0.716778 10 1 0.238715 10 1 0.0997191 10 2 0.147118 10 2 0.603267 10 2 0.197378 10 2 0.00887465 10 6 0.6 0 0 4820 3964
190 -2151.83 0.00967876 10 1 0.809902 10 2 0.629579 10 2 0.279788 10 1 0.0908684 10 2 0.193423 10 2 0.603267 10 0 0.19793 10 1 0.184314 10 4 0.6 0 0 4820 3915
200 -2161.78 0.0134298 10 2 0.827594 10 1 0.629579 10 0 0.279788 10 0 0.0778046 10 6 0.0673625 10 6 0.403904 10 2 0.254127 10 2 0.0421467 10 5 0.6 0 0 4820 3995
210 -2166.62 0.0175762 10 1 1.01826 10 2 1.22365 10 5 0.0769339 10 1 0.046204 10 4 0.0935668 10 3 0.426591 10 3 0.100223 10 3 0.0799877 10 6 0.6 0 0 4820 4064
220 -2138.61 0.0135887 10 2 0.894058 10 1 0.710343 10 2 0.321729 10 2 0.0544969 10 5 0.103626 10 1 0.480775 10 3 0.063696 10 2 0.220908 10 6 0.6 0 0 4820 3987
230 -2161.09 0.0135887 10 0 0.90661 10 2 0.690261 10 2 0.103346 10 1 0.017637 10 5 0.0657316 10 4 0.527289 10 1 0.150915 10 3 0.31953 10 7 0.6 0 0 4820 3984
240 -2141.09 0.0139222 10 2 1.081 10 1 0.785418 10 4 0.0556584 10 2 0.0262212 10 3 0.0657316 10 0 0.468632 10 2 0.169945 10 3 0.0598882 10 4 0.6 0 0 4820 3969
250 -2138.52 0.0119818 10 1 0.817817 10 3 1.07237 10 2 0.455512 10 4 0.0907365 10 5 0.102044 10 3 0.705915 10 1 0.184666 10 3 0.0256585 10 8 0.6 0 0 4820 3978
260 -2153.28 0.0111891 10 2 0.907598 10 2 0.800288 10 5 0.233473 10 1 0.0372506 10 5 0.139853 10 5 0.740461 10 2 0.421733 10 2 0.0702221 10 5 0.6 0 0 4820 3945
270 -2170.78 0.0127837 10 4 0.864264 10 2 1.07244 10 1 0.168003 10 4 0.049726 10 4 0.132683 10 3 0.561125 10 2 0.39559 10 2 0.115161 10 5 0.6 0 0 4820 3941
280 -2162.04 0.0127837 10 0 0.740148 10 2 0.415713 10 2 0.300872 10 2 0.0263337 10 7 0.127773 10 2 0.561125 10 0 0.177243 10 2 0.0916448 10 7 0.6 0 0 4820 4019
290 -2176.74 0.011966 10 1 0.802591 10 1 0.522869 10 3 0.386332 10 4 0.084803 10 7 0.106629 10 2 0.71856 10 1 0.177243 10 0 0.0599582 10 7 0.6 0 0 4820 3981
300 -2148.4 0.0118414 10 2 0.79551 10 2 0.88931 10 5 0.21821 10 3 0.114904 10 4 0.10788 10 2 0.629297 10 2 0.154931 10 1 0.0282944 10 6 0.6 0 0 4820 4062
310 -2154.92 0.0148183 10 3 0.757695 10 2 0.837878 10 1 0.346776 10 3 0.0935597 10 4 0.0757317 10 1 0.629297 10 0 0.174458 10 1 0.17399 10 7 0.6 0 0 4820 3975
320 -2144.11 0.0121036 10 3 0.757695 10 0 0.623183 10 2 0.175275 10 3 0.110466 10 2 0.129883 10 2 0.589162 10 1 0.20894 10 3 0.0656601 10 5 0.6 0 0 4820 3988
330 -2094.87 0.0116337 10 3 0.86656 10 1 0.620435 10 3 0.284808 10 2 0.0940802 10 4 0.0867626 10 1 0.620561 10 3 0.20894 10 0 0.00708714 10 8 0.6 0 0 4820 3998
340 -2124.94 0.0143218 10 1 0.748878 10 6 0.866086 10 2 0.284808 10 0 0.0725346 10 5 0.127919 10 2 0.61832 10 2 0.244902 10 5 0.0108342 10 7 0.6 0 0 4820 3947
350 -2137.14 0.0143218 10 0 0.821583 10 1 0.794 10 2 0.284808 10 0 0.0731785 10 3 0.108195 10 2 0.535689 10 1 0.0960403 10 3 0.0408151 10 8 0.6 0 0 4820 4035
360 -2143.91 0.0120656 10 2 0.780855 10 2 0.457007 10 3 0.179905 10 2 0.139094 10 2 0.123464 10 1 0.535689 10 0 0.122328 10 1 0.0831091 10 3 0.6 0 0 4820 4049
370 -2161.12 0.0137214 10 2 0.773499 10 1 0.729431 10 3 0.0807413 10 3 0.0503831 10 4 0.149968 10 1 0.405515 10 3 0.11412 10 2 0.0964977 10 9 0.6 0 0 4820 4034
380 -2152.67 0.0128204 10 1 0.857496 10 2 0.735131 10 1 0.26954 10 2 0.0544274 10 3 0.124993 10 3 0.603882 10 1 0.079036 10 3 0.194409 10 4 0.6 0 0 4820 4020
390 -2157.54 0.0128204 10 0 0.745149 10 1 0.735131 10 0 0.26954 10 0 0.200592 10 5 0.137564 10 1 0.637104 10 1 0.135921 10 1 0.169641 10 4 0.6 0 0 4820 4023
400 -2164.12 0.0128039 10 2 0.782658 10 2 0.735131 10 0 0.128934 10 3 0.0788348 10 4 0.126592 10 2 0.637104 10 0 0.218332 10 5 0.161079 10 7 0.6 0 0 4820 3927
410 -2173.26 0.0128039 10 0 0.680294 10 3 0.492746 10 2 0.388505 10 3 0.0611391 10 4 0.187107 10 3 0.659695 10 2 0.218332 10 0 0.0315406 10 6 0.6 0 0 4820 4005
420 -2113.28 0.0116904 10 1 0.742402 10 4 0.457689 10 1 0.267047 10 2 0.102381 10 5 0.160091 10 5 0.603647 10 2 0.17166 10 5 0.114499 10 8 0.6 0 0 4820 3944
430 -2185.32 0.0146582 10 5 0.78536 10 3 0.577512 10 3 0.210948 10 2 0.060907 10 2 0.108336 10 5 0.603647 10 0 0.106501 10 1 0.0257145 10 6 0.6 0 0 4820 4010
440 -2148.04 0.012861 10 2 0.840189 10 2 0.867524 10 4 0.300734 10 2 0.0788452 10 5 0.0766177 10 2 0.603647 10 0 0.196349 10 1 0.315846 10 5 0.6 0 0 4820 4096
450 -2161.74 0.012861 10 0 1.01326 10 5 0.787422 10 4 0.14087 10 4 0.0783384 10 3 0.0599146 10 3 0.296996 10 2 0.108987 10 2 0.259516 10 3 0.6 0 0 4820 3998
460 -2156.08 0.0140343 10 1 1.16399 10 1 0.608776 10 3 0.16113 10 3 0.112428 10 4 0.0634054 10 3 0.274165 10 1 0.204289 10 4 0.0990915 10 6 0.6 0 0 4820 3948
470 -2175.5 0.0140343 10 0 0.873632 10 3 0.564267 10 1 0.103303 10 2 0.0524057 10 5 0.0775076 10 2 0.386976 10 1 0.192616 10 2 0.0493377 10 9 0.6 0 0 4820 4002
480 -2154.15 0.0140343 10 0 0.891953 10 1 0.74241 10 2 0.0605218 10 3 0.108731 10 2 0.0986058 10 1 0.546637 10 3 0.154144 10 2 0.306811 10 5 0.6 0 0 4820 4039
490 -2144.16 0.0121063 10 1 1.01321 10 5 0.535716 10 3 0.0904336 10 4 0.0660253 10 5 0.0981674 10 2 0.389289 10 1 0.272936 10 2 0.117677 10 7 0.6 0 0 4820 4013
500 -2139.82 0.0121063 10 0 1.01321 10 0 0.774399 10 2 0.159031 10 2 0.0660253 10 0 0.105788 10 4 0.394837 10 2 0.0891247 10 4 0.0330795 10 8 0.6 0 0 4820 3967
510 -2213.93 0.012045 10 1 0.966789 10 3 0.798329 10 1 0.239787 10 2 0.0753711 10 6 0.141155 10 3 0.517286 10 1 0.0966846 10 3 0.032057 10 7 0.6 0 0 4820 4035
520 -2133.61 0.010265 10 2 0.96774 10 1 0.652353 10 3 0.163205 10 1 0.146281 10 6 0.115384 10 2 0.517286 10 0 0.226508 10 3 0.0630952 10 4 0.6 0 0 4820 3940
