iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -2358.47 2e-05 0 0 0.07 0 0 1.5 0 0 0.8 0 0 0.53 0 0 0.7 0 0 1 0 0 1.3 0 0 1 0 0 0.6 0 0 0 0
10 -1639.94 5.06014e-05 10 6 0.310461 10 3 0.80988 10 3 0.8 10 0 0.399811 10 4 0.835035 10 1 1.32944 10 3 0.670681 10 1 0.378354 10 6 0.6 0 0 3630 2730
20 -1612.96 0.000348891 10 5 0.443277 10 3 0.784263 10 1 0.58717 10 3 0.272697 10 4 0.562579 10 2 1.17936 10 2 0.683333 10 2 0.392382 10 7 0.6 0 0 3630 2642
30 -1635.65 0.00376878 10 6 0.573777 10 1 0.734374 10 6 0.32307 10 3 0.415156 10 4 0.273987 10 6 0.85355 10 2 0.683333 10 0 0.250243 10 4 0.6 0 0 3630 2654
40 -1656.24 0.0190383 10 6 0.573773 10 2 0.773397 10 1 0.102871 10 5 0.210126 10 4 0.173577 10 3 0.713051 10 1 0.226186 10 4 0.269044 10 3 0.6 0 0 3630 2952
50 -1631.51 0.0197953 10 2 0.511754 10 1 1.07249 10 4 0.299071 10 2 0.146122 10 3 0.157817 10 1 0.713051 10 0 0.271362 10 3 0.331252 10 6 0.6 0 0 3630 3076
60 -1633.44 0.0197953 10 0 0.493092 10 2 0.581144 10 4 0.260426 10 3 0.217041 10 4 0.186307 10 3 0.591176 10 2 0.203402 10 3 0.192638 10 4 0.6 0 0 3630 3061
70 -1638.14 0.0186522 10 3 0.535535 10 7 0.420189 10 6 0.376021 10 4 0.242834 10 6 0.117273 10 3 0.682827 10 6 0.21644 10 1 0.104218 10 7 0.6 0 0 3630 3069
80 -1654.44 0.0187358 10 1 0.565347 10 2 0.661725 10 5 0.139168 10 1 0.301966 10 6 0.124336 10 1 0.682827 10 0 0.122975 10 2 0.23257 10 2 0.6 0 0 3630 3067
90 -1646.75 0.0198896 10 2 0.489549 10 1 1.03341 10 4 0.230964 10 2 0.219193 10 3 0.0699492 10 3 0.647727 10 2 0.0704424 10 2 0.461047 10 3 0.6 0 0 3630 3090
100 -1639.77 0.0106199 10 2 0.778245 10 2 0.329371 10 4 0.230964 10 0 0.366471 10 4 0.121913 10 3 0.647727 10 0 0.197928 10 2 0.435551 10 4 0.6 0 0 3630 2992
110 -1642.61 0.0157293 10 2 0.538922 10 4 0.893469 10 5 0.414042 10 2 0.118102 10 4 0.16097 10 2 0.67646 10 1 0.26954 10 1 0.311014 10 7 0.6 0 0 3630 2927
120 -1652.09 0.0169733 10 1 0.704338 10 2 0.524861 10 2 0.590631 10 1 0.201631 10 3 0.0799432 10 3 0.618382 10 1 0.0823296 10 5 0.303205 10 3 0.6 0 0 3630 3084
130 -1618.91 0.0153823 10 2 0.579168 10 3 0.804178 10 2 0.441939 10 2 0.16142 10 2 0.156526 10 3 0.590087 10 2 0.14979 10 4 0.20597 10 3 0.6 0 0 3630 2999
140 -1645.03 0.0164953 10 2 0.700834 10 4 0.717842 10 3 0.177524 10 4 0.254053 10 6 0.185864 10 3 0.486886 10 2 0.240983 10 5 0.442452 10 4 0.6 0 0 3630 3013
150 -1623.2 0.0160288 10 1 0.541375 10 5 0.645542 10 3 0.274268 10 2 0.284111 10 4 0.178144 10 3 0.632248 10 1 0.240983 10 0 0.345464 10 4 0.6 0 0 3630 3039
160 -1658.64 0.0214464 10 2 0.668124 10 1 0.61183 10 2 0.16819 10 4 0.0514158 10 4 0.178144 10 0 0.34221 10 4 0.240983 10 0 0.313705 10 3 0.6 0 0 3630 3042
170 -1628.13 0.0187545 10 2 0.726834 10 3 0.494245 10 4 0.262891 10 5 0.0970738 10 5 0.0747286 10 4 0.365518 10 5 0.134371 10 2 0.313705 10 0 0.6 0 0 3630 3056
180 -1643.06 0.0229152 10 3 0.639909 10 2 1.09777 10 3 0.293102 10 3 0.0607268 10 2 0.0906095 10 1 0.449247 10 1 0.136186 10 4 0.156983 10 3 0.6 0 0 3630 3044
190 -1609.85 0.013883 10 3 1.0592 10 2 1.13044 10 3 0.144745 10 2 0.15044 10 5 0.0428291 10 2 0.449247 10 0 0.0649444 10 3 0.36697 10 5 0.6 0 0 3630 3032
200 -1636.4 0.0141633 10 4 0.838262 10 3 1.14312 10 4 0.188815 10 2 0.20741 10 5 0.0542895 10 2 0.459853 10 3 0.220779 10 2 0.0956868 10 4 0.6 0 0 3630 2989
210 -1617.84 0.0171846 10 1 0.893393 10 2 0.949428 10 3 0.195599 10 2 0.0999043 10 6 0.0896583 10 2 0.406247 10 2 0.279834 10 1 0.086207 10 7 0.6 0 0 3630 2959
220 -1622.88 0.0175775 10 1 0.827461 10 1 1.11794 10 4 0.155074 10 4 0.113848 10 3 0.097548 10 4 0.498971 10 3 0.440804 10 4 0.285235 10 3 0.6 0 0 3630 2993
230 -1629.04 0.0227611 10 2 0.646836 10 4 0.944375 10 5 0.197953 10 2 0.110036 10 3 0.162952 10 5 0.553038 10 5 0.0487381 10 5 0.0365759 10 2 0.6 0 0 3630 3013
240 -1640.27 0.0141005 10 4 0.808893 10 4 0.66217 10 1 0.364165 10 2 0.222201 10 6 0.162952 10 0 0.304181 10 2 0.139314 10 5 0.272658 10 5 0.6 0 0 3630 2975
250 -1627.77 0.0133246 10 1 0.574111 10 3 0.78585 10 1 0.567657 10 2 0.166984 10 5 0.156476 10 1 0.657725 10 3 0.232785 10 3 0.20714 10 4 0.6 0 0 3630 3012
260 -1623.46 0.0141411 10 2 0.837038 10 4 0.78585 10 0 0.0885976 10 3 0.152596 10 2 0.115754 10 2 0.407197 10 2 0.0929034 10 3 0.365987 10 5 0.6 0 0 3630 2978
270 -1633.31 0.0118267 10 3 0.699574 10 2 0.645785 10 4 0.388849 10 3 0.211177 10 6 0.26692 10 1 0.4139 10 2 0.139448 10 2 0.349327 10 4 0.6 0 0 3630 3004
280 -1636.48 0.00917951 10 2 0.699574 10 0 0.792056 10 6 0.22873 10 3 0.170373 10 3 0.26692 10 0 0.630476 10 4 0.142991 10 1 0.208992 10 6 0.6 0 0 3630 2931
290 -1640.2 0.0166033 10 1 0.660572 10 2 0.858001 10 6 0.0707121 10 3 0.181732 10 4 0.137183 10 1 0.531926 10 4 0.291795 10 4 0.505701 10 5 0.6 0 0 3630 3022
300 -1626.88 0.0166033 10 0 0.695565 10 1 0.84545 10 4 0.0801921 10 4 0.0472314 10 4 0.179656 10 2 0.54655 10 1 0.19863 10 1 0.185239 10 5 0.6 0 0 3630 3005
