"hhsize","nInfContacts","nContacts","sim"
7,20,54,1700
8,34,63,1700
12,4,11,1700
2,7,32,1701
3,20,82,1701
4,29,144,1701
5,51,180,1701
6,25,100,1701
7,19,54,1701
8,23,63,1701
12,2,11,1701
2,12,32,1702
3,30,82,1702
4,39,144,1702
5,62,180,1702
6,36,100,1702
7,20,54,1702
8,20,63,1702
12,1,11,1702
2,12,32,1703
3,23,82,1703
4,42,144,1703
5,74,180,1703
6,37,100,1703
7,15,54,1703
8,34,63,1703
12,4,11,1703
2,14,32,1704
3,30,82,1704
4,39,144,1704
5,58,180,1704
6,32,100,1704
7,19,54,1704
8,30,63,1704
12,4,11,1704
2,12,32,1705
3,28,82,1705
4,34,144,1705
5,63,180,1705
6,34,100,1705
7,17,54,1705
8,29,63,1705
12,3,11,1705
2,14,32,1706
3,31,82,1706
4,39,144,1706
5,64,180,1706
6,54,100,1706
7,23,54,1706
8,30,63,1706
12,1,11,1706
2,13,32,1707
3,29,82,1707
4,36,144,1707
5,65,180,1707
6,35,100,1707
7,28,54,1707
8,27,63,1707
12,6,11,1707
2,10,32,1708
3,24,82,1708
4,33,144,1708
5,54,180,1708
6,35,100,1708
7,19,54,1708
8,26,63,1708
12,3,11,1708
2,10,32,1709
3,31,82,1709
4,31,144,1709
5,66,180,1709
6,41,100,1709
7,24,54,1709
8,30,63,1709
12,3,11,1709
2,7,32,1710
3,28,82,1710
4,44,144,1710
5,61,180,1710
6,36,100,1710
7,25,54,1710
8,31,63,1710
12,2,11,1710
2,11,32,1711
3,30,82,1711
4,39,144,1711
5,69,180,1711
6,40,100,1711
7,23,54,1711
8,36,63,1711
12,5,11,1711
2,13,32,1712
3,31,82,1712
4,42,144,1712
5,63,180,1712
6,35,100,1712
7,21,54,1712
8,28,63,1712
12,2,11,1712
2,11,32,1713
3,29,82,1713
4,51,144,1713
5,79,180,1713
6,39,100,1713
7,24,54,1713
8,23,63,1713
12,2,11,1713
2,11,32,1714
3,24,82,1714
4,31,144,1714
5,60,180,1714
6,29,100,1714
7,24,54,1714
8,24,63,1714
12,0,11,1714
2,8,32,1715
3,18,82,1715
4,40,144,1715
5,51,180,1715
6,36,100,1715
7,24,54,1715
8,25,63,1715
12,4,11,1715
2,10,32,1716
3,28,82,1716
4,45,144,1716
5,55,180,1716
6,30,100,1716
7,17,54,1716
8,25,63,1716
12,2,11,1716
2,6,32,1717
3,32,82,1717
4,37,144,1717
5,64,180,1717
6,30,100,1717
7,25,54,1717
8,32,63,1717
12,4,11,1717
2,10,32,1718
3,26,82,1718
4,40,144,1718
5,66,180,1718
6,39,100,1718
7,23,54,1718
8,36,63,1718
12,2,11,1718
2,8,32,1719
3,28,82,1719
4,39,144,1719
5,53,180,1719
6,29,100,1719
7,21,54,1719
8,21,63,1719
12,0,11,1719
2,13,32,1720
3,29,82,1720
4,40,144,1720
5,50,180,1720
6,34,100,1720
7,24,54,1720
8,20,63,1720
12,2,11,1720
2,11,32,1721
3,29,82,1721
4,35,144,1721
5,68,180,1721
6,33,100,1721
7,22,54,1721
8,31,63,1721
12,3,11,1721
2,14,32,1722
3,32,82,1722
4,33,144,1722
5,74,180,1722
6,34,100,1722
7,20,54,1722
8,31,63,1722
12,5,11,1722
2,13,32,1723
3,29,82,1723
4,36,144,1723
5,54,180,1723
6,33,100,1723
7,21,54,1723
8,28,63,1723
12,2,11,1723
2,11,32,1724
3,34,82,1724
4,40,144,1724
5,64,180,1724
6,41,100,1724
7,18,54,1724
8,29,63,1724
12,4,11,1724
2,10,32,1725
3,28,82,1725
4,44,144,1725
5,58,180,1725
6,43,100,1725
7,25,54,1725
8,28,63,1725
12,1,11,1725
2,11,32,1726
3,31,82,1726
4,40,144,1726
5,67,180,1726
6,42,100,1726
7,22,54,1726
8,22,63,1726
12,2,11,1726
2,11,32,1727
3,28,82,1727
4,37,144,1727
5,71,180,1727
6,36,100,1727
7,24,54,1727
8,33,63,1727
12,4,11,1727
2,10,32,1728
3,24,82,1728
4,39,144,1728
5,57,180,1728
6,42,100,1728
7,25,54,1728
8,28,63,1728
12,3,11,1728
2,13,32,1729
3,27,82,1729
4,33,144,1729
5,66,180,1729
6,38,100,1729
7,27,54,1729
8,22,63,1729
12,2,11,1729
2,10,32,1730
3,26,82,1730
4,37,144,1730
5,68,180,1730
6,37,100,1730
7,24,54,1730
8,25,63,1730
12,1,11,1730
2,12,32,1731
3,26,82,1731
4,41,144,1731
5,65,180,1731
6,35,100,1731
7,19,54,1731
8,29,63,1731
12,0,11,1731
2,10,32,1732
3,29,82,1732
4,40,144,1732
5,60,180,1732
6,30,100,1732
7,24,54,1732
8,27,63,1732
12,4,11,1732
2,11,32,1733
3,31,82,1733
4,55,144,1733
5,71,180,1733
6,36,100,1733
7,24,54,1733
8,26,63,1733
12,1,11,1733
2,12,32,1734
3,25,82,1734
4,34,144,1734
5,51,180,1734
6,39,100,1734
7,23,54,1734
8,29,63,1734
12,4,11,1734
2,10,32,1735
3,28,82,1735
4,40,144,1735
5,67,180,1735
6,40,100,1735
7,25,54,1735
8,24,63,1735
12,5,11,1735
2,10,32,1736
3,21,82,1736
4,46,144,1736
5,68,180,1736
6,28,100,1736
7,26,54,1736
8,39,63,1736
12,6,11,1736
2,6,32,1737
3,24,82,1737
4,30,144,1737
5,58,180,1737
6,35,100,1737
7,25,54,1737
8,28,63,1737
12,0,11,1737
2,12,32,1738
3,34,82,1738
4,44,144,1738
5,54,180,1738
6,30,100,1738
7,26,54,1738
8,26,63,1738
12,1,11,1738
2,16,32,1739
3,26,82,1739
4,34,144,1739
5,44,180,1739
6,30,100,1739
7,25,54,1739
8,24,63,1739
12,6,11,1739
2,11,32,1740
3,20,82,1740
4,36,144,1740
5,62,180,1740
6,36,100,1740
7,27,54,1740
8,28,63,1740
12,1,11,1740
2,10,32,1741
3,34,82,1741
4,48,144,1741
5,70,180,1741
6,37,100,1741
7,22,54,1741
8,32,63,1741
12,3,11,1741
2,14,32,1742
3,28,82,1742
4,41,144,1742
5,63,180,1742
6,31,100,1742
7,17,54,1742
8,31,63,1742
12,4,11,1742
2,9,32,1743
3,32,82,1743
4,47,144,1743
5,72,180,1743
6,37,100,1743
7,23,54,1743
8,24,63,1743
12,1,11,1743
2,12,32,1744
3,30,82,1744
4,49,144,1744
5,79,180,1744
6,33,100,1744
7,18,54,1744
8,24,63,1744
12,3,11,1744
2,10,32,1745
3,33,82,1745
4,40,144,1745
5,58,180,1745
6,26,100,1745
7,20,54,1745
8,32,63,1745
12,2,11,1745
2,10,32,1746
3,28,82,1746
4,51,144,1746
5,68,180,1746
6,31,100,1746
7,25,54,1746
8,23,63,1746
12,3,11,1746
2,13,32,1747
3,29,82,1747
4,44,144,1747
5,58,180,1747
6,37,100,1747
7,28,54,1747
8,27,63,1747
12,4,11,1747
2,8,32,1748
3,28,82,1748
4,34,144,1748
5,41,180,1748
6,35,100,1748
7,24,54,1748
8,16,63,1748
12,1,11,1748
2,14,32,1749
3,27,82,1749
4,47,144,1749
5,60,180,1749
6,39,100,1749
7,23,54,1749
8,24,63,1749
12,5,11,1749
2,13,32,1750
3,28,82,1750
4,39,144,1750
5,68,180,1750
6,29,100,1750
7,27,54,1750
8,30,63,1750
12,2,11,1750
2,16,32,1751
3,29,82,1751
4,46,144,1751
5,55,180,1751
6,39,100,1751
7,17,54,1751
8,24,63,1751
12,4,11,1751
2,11,32,1752
3,28,82,1752
4,42,144,1752
5,60,180,1752
6,40,100,1752
7,28,54,1752
8,20,63,1752
12,4,11,1752
2,9,32,1753
3,28,82,1753
4,47,144,1753
5,65,180,1753
6,41,100,1753
7,18,54,1753
8,25,63,1753
12,0,11,1753
2,11,32,1754
3,33,82,1754
4,44,144,1754
5,64,180,1754
6,39,100,1754
7,18,54,1754
8,22,63,1754
12,4,11,1754
2,9,32,1755
3,22,82,1755
4,38,144,1755
5,51,180,1755
6,37,100,1755
7,21,54,1755
8,27,63,1755
12,1,11,1755
2,8,32,1756
3,25,82,1756
4,42,144,1756
5,58,180,1756
6,44,100,1756
7,27,54,1756
8,37,63,1756
12,1,11,1756
2,10,32,1757
3,25,82,1757
4,33,144,1757
5,57,180,1757
6,35,100,1757
7,17,54,1757
8,22,63,1757
12,3,11,1757
2,11,32,1758
3,23,82,1758
4,49,144,1758
5,70,180,1758
6,39,100,1758
7,18,54,1758
8,23,63,1758
12,1,11,1758
2,9,32,1759
3,23,82,1759
4,33,144,1759
5,56,180,1759
6,37,100,1759
7,18,54,1759
8,30,63,1759
12,5,11,1759
2,11,32,1760
3,31,82,1760
4,47,144,1760
5,62,180,1760
6,32,100,1760
7,24,54,1760
8,27,63,1760
12,4,11,1760
2,12,32,1761
3,28,82,1761
4,52,144,1761
5,65,180,1761
6,26,100,1761
7,27,54,1761
8,34,63,1761
12,2,11,1761
2,14,32,1762
3,23,82,1762
4,41,144,1762
5,71,180,1762
6,48,100,1762
7,16,54,1762
8,26,63,1762
12,3,11,1762
2,14,32,1763
3,22,82,1763
4,41,144,1763
5,79,180,1763
6,38,100,1763
7,16,54,1763
8,22,63,1763
12,1,11,1763
2,8,32,1764
3,28,82,1764
4,41,144,1764
5,48,180,1764
6,39,100,1764
7,24,54,1764
8,17,63,1764
12,4,11,1764
2,11,32,1765
3,33,82,1765
4,48,144,1765
5,69,180,1765
6,38,100,1765
7,24,54,1765
8,19,63,1765
12,3,11,1765
2,7,32,1766
3,34,82,1766
4,39,144,1766
5,65,180,1766
6,38,100,1766
7,15,54,1766
8,26,63,1766
12,1,11,1766
2,9,32,1767
3,25,82,1767
4,25,144,1767
5,42,180,1767
6,26,100,1767
7,23,54,1767
8,29,63,1767
12,6,11,1767
2,8,32,1768
3,33,82,1768
4,34,144,1768
5,59,180,1768
6,36,100,1768
7,24,54,1768
8,19,63,1768
12,3,11,1768
2,14,32,1769
3,33,82,1769
4,42,144,1769
5,52,180,1769
6,35,100,1769
7,23,54,1769
8,25,63,1769
12,4,11,1769
2,11,32,1770
3,26,82,1770
4,54,144,1770
5,60,180,1770
6,39,100,1770
7,29,54,1770
8,24,63,1770
12,4,11,1770
2,13,32,1771
3,20,82,1771
4,33,144,1771
5,53,180,1771
6,32,100,1771
7,19,54,1771
8,25,63,1771
12,1,11,1771
2,14,32,1772
3,29,82,1772
4,41,144,1772
5,66,180,1772
6,27,100,1772
7,25,54,1772
8,26,63,1772
12,4,11,1772
2,8,32,1773
3,28,82,1773
4,34,144,1773
5,68,180,1773
6,30,100,1773
7,23,54,1773
8,28,63,1773
12,2,11,1773
2,12,32,1774
3,29,82,1774
4,42,144,1774
5,58,180,1774
6,27,100,1774
7,24,54,1774
8,21,63,1774
12,1,11,1774
2,11,32,1775
3,32,82,1775
4,35,144,1775
5,50,180,1775
6,35,100,1775
7,30,54,1775
8,23,63,1775
12,2,11,1775
2,12,32,1776
3,25,82,1776
4,40,144,1776
5,66,180,1776
6,35,100,1776
7,27,54,1776
8,26,63,1776
12,4,11,1776
2,9,32,1777
3,31,82,1777
4,40,144,1777
5,64,180,1777
6,29,100,1777
7,26,54,1777
8,34,63,1777
12,8,11,1777
2,8,32,1778
3,22,82,1778
4,39,144,1778
5,73,180,1778
6,27,100,1778
7,17,54,1778
8,21,63,1778
12,3,11,1778
2,17,32,1779
3,27,82,1779
4,37,144,1779
5,54,180,1779
6,38,100,1779
7,27,54,1779
8,25,63,1779
12,1,11,1779
2,11,32,1780
3,33,82,1780
4,36,144,1780
5,65,180,1780
6,40,100,1780
7,17,54,1780
8,42,63,1780
12,3,11,1780
2,12,32,1781
3,33,82,1781
4,34,144,1781
5,63,180,1781
6,40,100,1781
7,24,54,1781
8,22,63,1781
12,3,11,1781
2,14,32,1782
3,27,82,1782
4,41,144,1782
5,69,180,1782
6,34,100,1782
7,25,54,1782
8,32,63,1782
12,6,11,1782
2,15,32,1783
3,27,82,1783
4,46,144,1783
5,57,180,1783
6,38,100,1783
7,26,54,1783
8,26,63,1783
12,1,11,1783
2,13,32,1784
3,18,82,1784
4,49,144,1784
5,71,180,1784
6,40,100,1784
7,24,54,1784
8,22,63,1784
12,1,11,1784
2,7,32,1785
3,35,82,1785
4,33,144,1785
5,51,180,1785
6,41,100,1785
7,23,54,1785
8,28,63,1785
12,5,11,1785
2,13,32,1786
3,21,82,1786
4,36,144,1786
5,70,180,1786
6,35,100,1786
7,19,54,1786
8,27,63,1786
12,3,11,1786
2,10,32,1787
3,23,82,1787
4,31,144,1787
5,52,180,1787
6,36,100,1787
7,20,54,1787
8,28,63,1787
12,0,11,1787
2,13,32,1788
3,29,82,1788
4,42,144,1788
5,61,180,1788
6,36,100,1788
7,22,54,1788
8,29,63,1788
12,4,11,1788
2,13,32,1789
3,34,82,1789
4,37,144,1789
5,67,180,1789
6,40,100,1789
7,22,54,1789
8,26,63,1789
12,0,11,1789
2,8,32,1790
3,32,82,1790
4,45,144,1790
5,60,180,1790
6,42,100,1790
7,24,54,1790
8,33,63,1790
12,1,11,1790
2,11,32,1791
3,25,82,1791
4,41,144,1791
5,62,180,1791
6,28,100,1791
7,21,54,1791
8,26,63,1791
12,0,11,1791
2,13,32,1792
3,27,82,1792
4,52,144,1792
5,51,180,1792
6,36,100,1792
7,24,54,1792
8,30,63,1792
12,5,11,1792
2,9,32,1793
3,34,82,1793
4,52,144,1793
5,61,180,1793
6,36,100,1793
7,28,54,1793
8,24,63,1793
12,2,11,1793
2,11,32,1794
3,24,82,1794
4,40,144,1794
5,64,180,1794
6,36,100,1794
7,29,54,1794
8,28,63,1794
12,2,11,1794
2,12,32,1795
3,32,82,1795
4,33,144,1795
5,67,180,1795
6,40,100,1795
7,17,54,1795
8,24,63,1795
12,0,11,1795
2,10,32,1796
3,32,82,1796
4,35,144,1796
5,58,180,1796
6,33,100,1796
7,27,54,1796
8,31,63,1796
12,1,11,1796
2,10,32,1797
3,29,82,1797
4,43,144,1797
5,71,180,1797
6,31,100,1797
7,13,54,1797
8,28,63,1797
12,2,11,1797
2,5,32,1798
3,27,82,1798
4,39,144,1798
5,59,180,1798
6,29,100,1798
7,28,54,1798
8,21,63,1798
12,2,11,1798
2,10,32,1799
3,24,82,1799
4,40,144,1799
5,69,180,1799
6,48,100,1799
7,28,54,1799
8,27,63,1799
12,3,11,1799
2,12,32,1800
3,23,82,1800
4,32,144,1800
5,63,180,1800
6,33,100,1800
7,22,54,1800
8,32,63,1800
12,3,11,1800
2,12,32,1801
3,34,82,1801
4,39,144,1801
5,66,180,1801
6,29,100,1801
7,20,54,1801
8,29,63,1801
12,0,11,1801
2,14,32,1802
3,26,82,1802
4,44,144,1802
5,52,180,1802
6,42,100,1802
7,19,54,1802
8,25,63,1802
12,2,11,1802
2,15,32,1803
3,29,82,1803
4,36,144,1803
5,64,180,1803
6,35,100,1803
7,18,54,1803
8,25,63,1803
12,0,11,1803
2,9,32,1804
3,30,82,1804
4,35,144,1804
5,64,180,1804
6,30,100,1804
7,27,54,1804
8,31,63,1804
12,2,11,1804
2,13,32,1805
3,37,82,1805
4,45,144,1805
5,71,180,1805
6,39,100,1805
7,23,54,1805
8,28,63,1805
12,1,11,1805
2,11,32,1806
3,29,82,1806
4,39,144,1806
5,67,180,1806
6,35,100,1806
7,27,54,1806
8,34,63,1806
12,4,11,1806
2,15,32,1807
3,23,82,1807
4,36,144,1807
5,64,180,1807
6,39,100,1807
7,23,54,1807
8,22,63,1807
12,0,11,1807
2,16,32,1808
3,32,82,1808
4,39,144,1808
5,56,180,1808
6,34,100,1808
7,13,54,1808
8,33,63,1808
12,3,11,1808
2,10,32,1809
3,20,82,1809
4,35,144,1809
5,42,180,1809
6,34,100,1809
7,18,54,1809
8,20,63,1809
12,1,11,1809
2,6,32,1810
3,29,82,1810
4,34,144,1810
5,71,180,1810
6,37,100,1810
7,17,54,1810
8,31,63,1810
12,2,11,1810
2,9,32,1811
3,30,82,1811
4,35,144,1811
5,59,180,1811
6,36,100,1811
7,22,54,1811
8,30,63,1811
12,1,11,1811
2,10,32,1812
3,34,82,1812
4,39,144,1812
5,65,180,1812
6,37,100,1812
7,23,54,1812
8,25,63,1812
12,6,11,1812
2,8,32,1813
3,28,82,1813
4,50,144,1813
5,58,180,1813
6,42,100,1813
7,24,54,1813
8,29,63,1813
12,3,11,1813
2,12,32,1814
3,37,82,1814
4,37,144,1814
5,66,180,1814
6,35,100,1814
7,19,54,1814
8,30,63,1814
12,3,11,1814
2,14,32,1815
3,34,82,1815
4,44,144,1815
5,68,180,1815
6,46,100,1815
7,30,54,1815
8,23,63,1815
12,3,11,1815
2,15,32,1816
3,36,82,1816
4,38,144,1816
5,59,180,1816
6,47,100,1816
7,16,54,1816
8,22,63,1816
12,3,11,1816
2,8,32,1817
3,27,82,1817
4,40,144,1817
5,50,180,1817
6,31,100,1817
7,21,54,1817
8,29,63,1817
12,3,11,1817
2,11,32,1818
3,26,82,1818
4,47,144,1818
5,63,180,1818
6,48,100,1818
7,26,54,1818
8,30,63,1818
12,0,11,1818
2,11,32,1819
3,30,82,1819
4,47,144,1819
5,64,180,1819
6,35,100,1819
7,28,54,1819
8,26,63,1819
12,2,11,1819
2,11,32,1820
3,30,82,1820
4,42,144,1820
5,62,180,1820
6,40,100,1820
7,14,54,1820
8,25,63,1820
12,0,11,1820
2,13,32,1821
3,29,82,1821
4,25,144,1821
5,61,180,1821
6,37,100,1821
7,22,54,1821
8,26,63,1821
12,1,11,1821
2,13,32,1822
3,32,82,1822
4,42,144,1822
5,74,180,1822
6,41,100,1822
7,26,54,1822
8,29,63,1822
12,2,11,1822
2,10,32,1823
3,25,82,1823
4,44,144,1823
5,62,180,1823
6,42,100,1823
7,22,54,1823
8,24,63,1823
12,6,11,1823
2,9,32,1824
3,30,82,1824
4,38,144,1824
5,57,180,1824
6,35,100,1824
7,26,54,1824
8,31,63,1824
12,4,11,1824
2,9,32,1825
3,20,82,1825
4,43,144,1825
5,70,180,1825
6,40,100,1825
7,25,54,1825
8,19,63,1825
12,5,11,1825
2,12,32,1826
3,26,82,1826
4,36,144,1826
5,63,180,1826
6,31,100,1826
7,28,54,1826
8,29,63,1826
12,3,11,1826
2,13,32,1827
3,26,82,1827
4,43,144,1827
5,71,180,1827
6,35,100,1827
7,31,54,1827
8,32,63,1827
12,2,11,1827
2,11,32,1828
3,27,82,1828
4,39,144,1828
5,72,180,1828
6,31,100,1828
7,24,54,1828
8,31,63,1828
12,3,11,1828
2,14,32,1829
3,34,82,1829
4,35,144,1829
5,58,180,1829
6,32,100,1829
7,23,54,1829
8,28,63,1829
12,0,11,1829
2,9,32,1830
3,27,82,1830
4,40,144,1830
5,61,180,1830
6,32,100,1830
7,21,54,1830
8,17,63,1830
12,8,11,1830
2,11,32,1831
3,20,82,1831
4,24,144,1831
5,75,180,1831
6,34,100,1831
7,22,54,1831
8,32,63,1831
12,3,11,1831
2,11,32,1832
3,27,82,1832
4,28,144,1832
5,58,180,1832
6,34,100,1832
7,25,54,1832
8,27,63,1832
12,3,11,1832
2,11,32,1833
3,35,82,1833
4,42,144,1833
5,62,180,1833
6,32,100,1833
7,21,54,1833
8,26,63,1833
12,0,11,1833
2,14,32,1834
3,23,82,1834
4,39,144,1834
5,59,180,1834
6,42,100,1834
7,23,54,1834
8,26,63,1834
12,4,11,1834
2,11,32,1835
3,23,82,1835
4,30,144,1835
5,55,180,1835
6,29,100,1835
7,24,54,1835
8,29,63,1835
12,6,11,1835
2,7,32,1836
3,20,82,1836
4,29,144,1836
5,63,180,1836
6,36,100,1836
7,18,54,1836
8,24,63,1836
12,1,11,1836
2,11,32,1837
3,31,82,1837
4,40,144,1837
5,55,180,1837
6,36,100,1837
7,23,54,1837
8,27,63,1837
12,5,11,1837
2,11,32,1838
3,27,82,1838
4,38,144,1838
5,61,180,1838
6,34,100,1838
7,19,54,1838
8,17,63,1838
12,4,11,1838
2,13,32,1839
3,30,82,1839
4,40,144,1839
5,49,180,1839
6,46,100,1839
7,23,54,1839
8,25,63,1839
12,3,11,1839
2,15,32,1840
3,24,82,1840
4,23,144,1840
5,58,180,1840
6,32,100,1840
7,20,54,1840
8,21,63,1840
12,5,11,1840
2,11,32,1841
3,22,82,1841
4,31,144,1841
5,66,180,1841
6,41,100,1841
7,18,54,1841
8,22,63,1841
12,1,11,1841
2,10,32,1842
3,25,82,1842
4,39,144,1842
5,56,180,1842
6,38,100,1842
7,18,54,1842
8,32,63,1842
12,4,11,1842
2,9,32,1843
3,23,82,1843
4,33,144,1843
5,62,180,1843
6,37,100,1843
7,21,54,1843
8,24,63,1843
12,4,11,1843
2,16,32,1844
3,30,82,1844
4,47,144,1844
5,64,180,1844
6,45,100,1844
7,29,54,1844
8,21,63,1844
12,2,11,1844
2,9,32,1845
3,22,82,1845
4,47,144,1845
5,63,180,1845
6,39,100,1845
7,18,54,1845
8,16,63,1845
12,4,11,1845
2,10,32,1846
3,25,82,1846
4,49,144,1846
5,58,180,1846
6,38,100,1846
7,21,54,1846
8,23,63,1846
12,3,11,1846
2,11,32,1847
3,32,82,1847
4,49,144,1847
5,65,180,1847
6,47,100,1847
7,11,54,1847
8,23,63,1847
12,3,11,1847
2,11,32,1848
3,25,82,1848
4,37,144,1848
5,62,180,1848
6,37,100,1848
7,19,54,1848
8,25,63,1848
12,4,11,1848
2,14,32,1849
3,27,82,1849
4,57,144,1849
5,67,180,1849
6,37,100,1849
7,20,54,1849
8,29,63,1849
12,4,11,1849
2,6,32,1850
3,38,82,1850
4,38,144,1850
5,60,180,1850
6,42,100,1850
7,21,54,1850
8,20,63,1850
12,2,11,1850
2,12,32,1851
3,32,82,1851
4,46,144,1851
5,61,180,1851
6,49,100,1851
7,22,54,1851
8,29,63,1851
12,2,11,1851
2,15,32,1852
3,31,82,1852
4,35,144,1852
5,57,180,1852
6,33,100,1852
7,22,54,1852
8,30,63,1852
12,4,11,1852
2,12,32,1853
3,27,82,1853
4,40,144,1853
5,75,180,1853
6,33,100,1853
7,16,54,1853
8,21,63,1853
12,1,11,1853
2,12,32,1854
3,32,82,1854
4,42,144,1854
5,66,180,1854
6,39,100,1854
7,23,54,1854
8,31,63,1854
12,2,11,1854
2,14,32,1855
3,32,82,1855
4,41,144,1855
5,63,180,1855
6,43,100,1855
7,25,54,1855
8,29,63,1855
12,4,11,1855
2,8,32,1856
3,27,82,1856
4,47,144,1856
5,58,180,1856
6,40,100,1856
7,21,54,1856
8,37,63,1856
12,2,11,1856
2,12,32,1857
3,29,82,1857
4,46,144,1857
5,69,180,1857
6,35,100,1857
7,33,54,1857
8,25,63,1857
12,2,11,1857
2,14,32,1858
3,24,82,1858
4,41,144,1858
5,60,180,1858
6,45,100,1858
7,27,54,1858
8,27,63,1858
12,2,11,1858
2,7,32,1859
3,34,82,1859
4,35,144,1859
5,69,180,1859
6,31,100,1859
7,26,54,1859
8,25,63,1859
12,1,11,1859
2,10,32,1860
3,21,82,1860
4,30,144,1860
5,66,180,1860
6,39,100,1860
7,22,54,1860
8,30,63,1860
12,0,11,1860
2,11,32,1861
3,23,82,1861
4,46,144,1861
5,57,180,1861
6,37,100,1861
7,27,54,1861
8,33,63,1861
12,0,11,1861
2,12,32,1862
3,35,82,1862
4,38,144,1862
5,65,180,1862
6,42,100,1862
7,14,54,1862
8,23,63,1862
12,5,11,1862
2,13,32,1863
3,24,82,1863
4,44,144,1863
5,66,180,1863
6,42,100,1863
7,21,54,1863
8,21,63,1863
12,5,11,1863
2,11,32,1864
3,32,82,1864
4,30,144,1864
5,60,180,1864
6,40,100,1864
7,23,54,1864
8,26,63,1864
12,1,11,1864
2,12,32,1865
3,36,82,1865
4,35,144,1865
5,59,180,1865
6,37,100,1865
7,21,54,1865
8,30,63,1865
12,1,11,1865
2,9,32,1866
3,29,82,1866
4,36,144,1866
5,57,180,1866
6,36,100,1866
7,22,54,1866
8,18,63,1866
12,2,11,1866
2,14,32,1867
3,31,82,1867
4,40,144,1867
5,62,180,1867
6,45,100,1867
7,22,54,1867
8,24,63,1867
12,2,11,1867
2,11,32,1868
3,27,82,1868
4,40,144,1868
5,63,180,1868
6,31,100,1868
7,25,54,1868
8,25,63,1868
12,0,11,1868
2,10,32,1869
3,17,82,1869
4,48,144,1869
5,64,180,1869
6,38,100,1869
7,22,54,1869
8,30,63,1869
12,1,11,1869
2,12,32,1870
3,31,82,1870
4,37,144,1870
5,74,180,1870
6,40,100,1870
7,25,54,1870
8,29,63,1870
12,2,11,1870
2,8,32,1871
3,31,82,1871
4,38,144,1871
5,57,180,1871
6,33,100,1871
7,25,54,1871
8,24,63,1871
12,1,11,1871
2,11,32,1872
3,35,82,1872
4,41,144,1872
5,64,180,1872
6,43,100,1872
7,21,54,1872
8,18,63,1872
12,1,11,1872
2,7,32,1873
3,29,82,1873
4,31,144,1873
5,61,180,1873
6,36,100,1873
7,22,54,1873
8,29,63,1873
12,0,11,1873
2,9,32,1874
3,25,82,1874
4,34,144,1874
5,60,180,1874
6,33,100,1874
7,27,54,1874
8,30,63,1874
12,0,11,1874
2,16,32,1875
3,31,82,1875
4,32,144,1875
5,77,180,1875
6,37,100,1875
7,18,54,1875
8,24,63,1875
12,2,11,1875
2,16,32,1876
3,17,82,1876
4,45,144,1876
5,62,180,1876
6,36,100,1876
7,29,54,1876
8,25,63,1876
12,4,11,1876
2,7,32,1877
3,30,82,1877
4,40,144,1877
5,55,180,1877
6,36,100,1877
7,22,54,1877
8,26,63,1877
12,2,11,1877
2,8,32,1878
3,28,82,1878
4,54,144,1878
5,73,180,1878
6,29,100,1878
7,31,54,1878
8,31,63,1878
12,2,11,1878
2,10,32,1879
3,28,82,1879
4,40,144,1879
5,51,180,1879
6,47,100,1879
7,22,54,1879
8,31,63,1879
12,4,11,1879
2,10,32,1880
3,18,82,1880
4,40,144,1880
5,47,180,1880
6,26,100,1880
7,26,54,1880
8,22,63,1880
12,2,11,1880
2,7,32,1881
3,30,82,1881
4,33,144,1881
5,64,180,1881
6,45,100,1881
7,28,54,1881
8,30,63,1881
12,4,11,1881
2,11,32,1882
3,25,82,1882
4,40,144,1882
5,76,180,1882
6,35,100,1882
7,24,54,1882
8,31,63,1882
12,4,11,1882
2,17,32,1883
3,29,82,1883
4,47,144,1883
5,64,180,1883
6,39,100,1883
7,20,54,1883
8,24,63,1883
12,1,11,1883
2,9,32,1884
3,26,82,1884
4,36,144,1884
5,52,180,1884
6,49,100,1884
7,19,54,1884
8,22,63,1884
12,2,11,1884
2,9,32,1885
3,24,82,1885
4,44,144,1885
5,53,180,1885
6,40,100,1885
7,21,54,1885
8,23,63,1885
12,1,11,1885
2,11,32,1886
3,27,82,1886
4,37,144,1886
5,64,180,1886
6,38,100,1886
7,27,54,1886
8,28,63,1886
12,3,11,1886
2,10,32,1887
3,31,82,1887
4,35,144,1887
5,60,180,1887
6,33,100,1887
7,21,54,1887
8,21,63,1887
12,1,11,1887
2,12,32,1888
3,19,82,1888
4,35,144,1888
5,56,180,1888
6,31,100,1888
7,14,54,1888
8,28,63,1888
12,0,11,1888
2,9,32,1889
3,31,82,1889
4,37,144,1889
5,59,180,1889
6,43,100,1889
7,24,54,1889
8,31,63,1889
12,1,11,1889
2,9,32,1890
3,21,82,1890
4,39,144,1890
5,52,180,1890
6,32,100,1890
7,22,54,1890
8,24,63,1890
12,1,11,1890
2,9,32,1891
3,36,82,1891
4,34,144,1891
5,58,180,1891
6,28,100,1891
7,25,54,1891
8,35,63,1891
12,0,11,1891
2,14,32,1892
3,29,82,1892
4,46,144,1892
5,65,180,1892
6,40,100,1892
7,23,54,1892
8,23,63,1892
12,5,11,1892
2,10,32,1893
3,24,82,1893
4,46,144,1893
5,75,180,1893
6,39,100,1893
7,23,54,1893
8,21,63,1893
12,5,11,1893
2,11,32,1894
3,27,82,1894
4,21,144,1894
5,66,180,1894
6,33,100,1894
7,28,54,1894
