iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -1888.33 0.004 0 0 0.5 0 0 1 0 0 0.3 0 0 0.4 0 0 0.9 0 0 0.8 0 0 1 0 0 0.5 0 0 0.6 0 0 0 0
10 -1635 0.0114551 10 5 0.567435 10 2 0.920937 10 2 0.3 10 0 0.198755 10 4 0.219739 10 4 0.635439 10 1 0.409209 10 2 0.453189 10 7 0.6 0 0 3630 2960
20 -1637.53 0.0160308 10 4 0.751688 10 2 0.895321 10 1 0.220189 10 3 0.097015 10 3 0.148042 10 2 0.359356 10 3 0.110351 10 3 0.469992 10 7 0.6 0 0 3630 3010
30 -1655.8 0.0178528 10 2 0.808916 10 2 1.14229 10 6 0.166033 10 2 0.188731 10 7 0.0517648 10 9 0.278087 10 3 0.176574 10 1 0.161026 10 3 0.6 0 0 3630 3000
40 -1649.54 0.0213242 10 4 0.76041 10 1 1.02549 10 4 0.171429 10 5 0.172109 10 5 0.107852 10 2 0.336699 10 1 0.13551 10 2 0.231375 10 4 0.6 0 0 3630 3071
50 -1622 0.0215512 10 1 0.678218 10 1 1.29779 10 4 0.189814 10 1 0.119685 10 3 0.0980592 10 1 0.490978 10 3 0.18855 10 4 0.284874 10 6 0.6 0 0 3630 3072
60 -1622.71 0.0171944 10 1 0.653485 10 2 0.80644 10 4 0.258851 10 2 0.12919 10 4 0.139702 10 2 0.551202 10 4 0.14133 10 3 0.0903693 10 6 0.6 0 0 3630 3028
70 -1650.25 0.0160053 10 1 0.464198 10 6 0.375674 10 5 0.373748 10 4 0.260524 10 4 0.145033 10 4 0.636656 10 6 0.338797 10 2 0.160055 10 9 0.6 0 0 3630 3051
80 -1649.65 0.0221888 10 2 0.536598 10 1 0.61721 10 5 0.138326 10 1 0.323964 10 6 0.153768 10 1 0.735758 10 1 0.138413 10 3 0.187256 10 3 0.6 0 0 3630 3067
90 -1649.4 0.0193549 10 1 0.595792 10 2 0.988894 10 4 0.229568 10 2 0.235161 10 3 0.086507 10 3 0.473962 10 2 0.191964 10 3 0.371217 10 3 0.6 0 0 3630 3114
100 -1648.29 0.0178739 10 1 0.592292 10 1 0.454097 10 5 0.229568 10 0 0.333011 10 3 0.150772 10 3 0.473962 10 0 0.179764 10 1 0.278714 10 7 0.6 0 0 3630 3062
110 -1628.07 0.0147624 10 2 0.646329 10 2 1.0182 10 5 0.241535 10 1 0.282422 10 3 0.150772 10 0 0.579108 10 2 0.244804 10 1 0.134105 10 3 0.6 0 0 3630 2994
120 -1648.54 0.01593 10 1 0.844714 10 2 0.709247 10 2 0.596593 10 1 0.191846 10 4 0.0748783 10 3 0.529388 10 1 0.074774 10 5 0.184806 10 5 0.6 0 0 3630 3047
130 -1609.5 0.0159601 10 1 0.670151 10 2 0.55888 10 3 0.213744 10 1 0.153587 10 2 0.146609 10 3 0.505166 10 2 0.136043 10 4 0.195539 10 4 0.6 0 0 3630 2978
140 -1639.11 0.0136244 10 1 0.81093 10 4 0.472543 10 3 0.180537 10 1 0.241725 10 6 0.174088 10 3 0.416816 10 2 0.118532 10 4 0.420044 10 4 0.6 0 0 3630 2985
150 -1613.05 0.014996 10 2 0.707909 10 4 0.712205 10 3 0.278922 10 2 0.270325 10 4 0.166857 10 3 0.541259 10 1 0.118532 10 0 0.327968 10 4 0.6 0 0 3630 3026
160 -1659.36 0.0200645 10 2 0.707909 10 0 0.496219 10 3 0.171045 10 4 0.0489208 10 4 0.166857 10 0 0.368094 10 2 0.343309 10 1 0.297817 10 3 0.6 0 0 3630 3018
170 -1625.65 0.017546 10 2 0.770114 10 3 0.590071 10 3 0.267352 10 5 0.0923632 10 5 0.0699942 10 4 0.393164 10 5 0.191428 10 2 0.297817 10 0 0.6 0 0 3630 3036
180 -1644.06 0.0214386 10 3 0.678013 10 2 1.19359 10 3 0.298076 10 3 0.0664713 10 4 0.0848689 10 1 0.483226 10 1 0.194013 10 4 0.149033 10 3 0.6 0 0 3630 3022
