iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -1950.41 0.004 0 0 0.5 0 0 1 0 0 0.3 0 0 0.4 0 0 0.9 0 0 0.8 0 0 1 0 0 0.5 0 0 0.6 0 0 0 0
10 -1756.1 0.00905205 10 3 0.540147 10 4 0.734154 10 3 0.333188 10 2 0.236213 10 6 0.254053 10 4 0.898138 10 1 0.0727299 10 3 0.622088 10 4 0.6 0 0 3860 3265
20 -1767.33 0.0170601 10 3 0.697188 10 2 0.863731 10 1 0.140967 10 3 0.12705 10 1 0.100761 10 3 0.713002 10 2 0.110311 10 1 0.154908 10 6 0.6 0 0 3860 3265
30 -1730.01 0.00974888 10 4 0.729792 10 2 0.80092 10 2 0.195711 10 5 0.0326604 10 3 0.128777 10 4 0.713002 10 0 0.2937 10 4 0.299992 10 7 0.6 0 0 3860 3203
40 -1725.21 0.00902085 10 2 0.774818 10 3 0.62334 10 1 0.208185 10 1 0.02186 10 4 0.157252 10 4 0.609097 10 1 0.306749 10 3 0.517712 10 6 0.6 0 0 3860 3144
50 -1708.49 0.0148029 10 3 0.940496 10 4 0.763136 10 3 0.168706 10 2 0.0509576 10 5 0.142776 10 1 0.469672 10 2 0.138579 10 1 0.680019 10 3 0.6 0 0 3860 3098
60 -1731.96 0.0164828 10 2 0.760266 10 1 0.763136 10 0 0.144203 10 3 0.0490676 10 1 0.115165 10 2 0.575545 10 1 0.230559 10 2 0.469383 10 2 0.6 0 0 3860 3152
70 -1730.58 0.019646 10 1 0.601113 10 2 0.461383 10 4 0.145486 10 4 0.0847952 10 3 0.0830282 10 4 0.509064 10 3 0.128941 10 3 0.339173 10 3 0.6 0 0 3860 3314
80 -1757.17 0.0173039 10 1 0.804317 10 2 0.619301 10 4 0.0959585 10 2 0.133068 10 4 0.0871423 10 3 0.385096 10 2 0.201518 10 4 0.551197 10 6 0.6 0 0 3860 3294
90 -1695.61 0.0100179 10 5 0.898183 10 1 0.714184 10 1 0.160548 10 3 0.0420893 10 6 0.221502 10 3 0.581496 10 1 0.25474 10 1 0.0661293 10 6 0.6 0 0 3860 3117
100 -1724.34 0.0130403 10 2 0.915894 10 2 0.714184 10 0 0.109772 10 1 0.0683958 10 3 0.0894689 10 3 0.58169 10 1 0.339378 10 2 0.0872292 10 3 0.6 0 0 3860 3117
