iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSAV rSAV_p rSAV_a rSAVI rSAVI_p rSAVI_a rSAI rSAI_p rSAI_a rSC rSC_p rSC_a rSCI rSCI_p rSCI_a rInfVac rInfVac_p rInfVac_a rAsymptomatic rAsymptomatic_p rAsymptomatic_a data_p data_a
0 -12648.3 0.861608 0 0 3.85595 0 0 2.88016 0 0 1.30568 0 0 0.725368 0 0 0.132755 0 0 0.540978 0 0 2.53237 0 0 9.70574 0 0 0.6 0 0 0 0
40 -2182.09 0.027736 40 9 0.103306 40 18 0.538011 40 15 1.00487 40 18 0.289507 40 19 0.251427 40 23 4.24341 40 17 0.51374 40 19 1.11141 40 22 0.6 0 0 19360 13715
80 -2092.88 0.0146061 40 10 0.859015 40 15 0.43328 40 13 0.0753351 40 10 0.105927 40 17 0.0870149 40 14 0.605664 40 9 0.0838346 40 8 0.304549 40 13 0.6 0 0 19360 16499
120 -2147.29 0.0147753 40 9 1.15216 40 9 0.585098 40 9 0.150132 40 9 0.0917604 40 10 0.145292 40 4 0.456158 40 4 0.105192 40 10 0.321559 40 11 0.6 0 0 19360 16100
160 -2128.53 0.0122159 40 10 0.922056 40 6 0.489368 40 7 0.182776 40 6 0.0138245 40 16 0.145455 40 9 0.695338 40 5 0.116053 40 5 0.26507 40 12 0.6 0 0 19360 16013
200 -2151.34 0.00974224 40 13 1.21471 40 8 0.620535 40 5 0.129702 40 10 0.0552062 40 6 0.157185 40 11 0.404099 40 4 0.0822381 40 4 0.136415 40 9 0.6 0 0 19360 15838
240 -2109.12 0.00912809 40 8 1.1805 40 4 0.453941 40 12 0.155216 40 10 0.0791642 40 11 0.142666 40 11 0.426125 40 7 0.163538 40 8 0.42326 40 8 0.6 0 0 19360 15704
280 -2117.79 0.0114569 40 11 1.08683 40 5 0.738191 40 4 0.152623 40 9 0.0719485 40 12 0.127921 40 10 0.642671 40 2 0.147587 40 3 0.351616 40 8 0.6 0 0 19360 15557
320 -2123.63 0.0123249 40 10 1.12174 40 5 1.06193 40 11 0.0731095 40 9 0.0281269 40 13 0.0677002 40 6 0.53803 40 6 0.14997 40 8 0.11339 40 14 0.6 0 0 19360 15667
360 -2146.41 0.0126577 40 6 1.17133 40 8 0.983918 40 9 0.0435093 40 7 0.0839406 40 11 0.0663826 40 6 0.441884 40 6 0.156208 40 5 0.282917 40 12 0.6 0 0 19360 15720
400 -2132.29 0.00937118 40 4 0.882007 40 8 0.757244 40 11 0.198989 40 8 0.0951136 40 14 0.154382 40 6 0.63005 40 10 0.317955 40 7 0.554387 40 5 0.6 0 0 19360 15771
440 -2102.76 0.0124084 40 5 0.956192 40 15 0.591951 40 5 0.234374 40 6 0.0556125 40 8 0.0907581 40 6 0.660393 40 5 0.220119 40 10 0.362696 40 4 0.6 0 0 19360 15734
480 -2154.75 0.0133009 40 5 0.911786 40 10 0.580798 40 13 0.259657 40 6 0.0272729 40 12 0.13144 40 4 0.545881 40 4 0.0851892 40 12 0.145518 40 13 0.6 0 0 19360 15848
520 -2120.75 0.0134714 40 6 1.27285 40 5 1.01072 40 10 0.217526 40 10 0.059652 40 7 0.11987 40 11 0.455831 40 1 0.0728972 40 9 0.45647 40 9 0.6 0 0 19360 16005
560 -2134.43 0.0140405 40 5 0.999411 40 12 0.616557 40 9 0.0943505 40 8 0.0475384 40 11 0.1459 40 12 0.491112 40 7 0.198342 40 10 0.0878655 40 5 0.6 0 0 19360 15931
600 -2144.69 0.0135315 40 3 0.958608 40 4 0.312379 40 4 0.0565087 40 5 0.078702 40 16 0.0882377 40 10 0.632898 40 6 0.232716 40 7 0.171184 40 14 0.6 0 0 19360 15908
